Method, Filter, Result
IQR, J0395, 0.1505
IQR, gSDSS, 0.1275
IQR, J0515, 0.1245
IQR, rSDSS, 0.1065
IQR, J0660, 0.14350000000000002
IQR, iSDSS, 0.17099999999999999
IQR, J0861, 0.12
IQR Weighted, J0395, 90.13292827818177
IQR Weighted, gSDSS, 2843.8888888888887
IQR Weighted, J0515, 408.0931334275233
IQR Weighted, rSDSS, 4088.8888888888887
IQR Weighted, J0660, 2565.6946806500378
IQR Weighted, iSDSS, 2067.1060090702945
IQR Weighted, J0861, 1379.563246097337
ETA, J0395, 2.0196053729547803
ETA, gSDSS, 2.2085314732128856
ETA, J0515, 1.666685073698722
ETA, rSDSS, 2.054197263627787
ETA, J0660, 1.3593071203446934
ETA, iSDSS, 1.4039376622417525
ETA, J0861, 1.6954646210957163
ETA Weighted, J0395, 29.84192492730026
ETA Weighted, gSDSS, 99.49169150866913
ETA Weighted, J0515, 51.56214888391894
ETA Weighted, rSDSS, 77.31004178717335
ETA Weighted, J0660, 22.086111297963388
ETA Weighted, iSDSS, 44.96847635083225
ETA Weighted, J0861, 42.263275704537214
Sigma Weighted, J0395, 0.30300099211047654
Sigma Weighted, gSDSS, 0.24286612593487036
Sigma Weighted, J0515, 0.20107348542020703
Sigma Weighted, rSDSS, 0.16320101106494314
Sigma Weighted, J0660, 0.15107844752228278
Sigma Weighted, iSDSS, 0.13499208333022544
Sigma Weighted, J0861, 0.12919092400629317
MAD, J0395, 0.2016336
MAD, gSDSS, 0.2557485
MAD, J0515, 0.2016336
MAD, rSDSS, 0.22757909999999998
MAD, J0660, 0.1986684
MAD, iSDSS, 0.1467774
MAD, J0861, 0.1445535
Variance NXS, J0395, 5.1477026163239215
Variance NXS, gSDSS, 13.427075764705883
Variance NXS, J0515, 9.370229680415713
Variance NXS, rSDSS, 30.302010279314658
Variance NXS, J0660, 219.68049127803468
Variance NXS, iSDSS, 480.70213406601647
Variance NXS, J0861, 76.27966782006918
Peak to Peak, J0395, -1.6196078431372551
Peak to Peak, gSDSS, -2.050279329608938
Peak to Peak, J0515, -1.9580838323353296
Peak to Peak, rSDSS, -2.838150289017341
Peak to Peak, J0660, -6.150684931506849
Peak to Peak, iSDSS, 78.99999999999993
Peak to Peak, J0861, 6.266666666666667
Lag-1 Autocorrelation, J0395, 0.5634504012437144
Lag-1 Autocorrelation, gSDSS, nan
Lag-1 Autocorrelation, J0515, 0.5311667798720864
Lag-1 Autocorrelation, rSDSS, 0.622746178199339
Lag-1 Autocorrelation, J0660, 0.5994742381187688
Lag-1 Autocorrelation, iSDSS, 0.5705585027455978
Lag-1 Autocorrelation, J0861, 0.5789620306063582

