Method, Filter, Result
IQR, J0395, 0.2395
IQR, gSDSS, 0.055
IQR, J0515, 0.057499999999999996
IQR, rSDSS, 0.0875
IQR, J0660, 0.040499999999999994
IQR, iSDSS, 0.014
IQR, J0861, 0.022
IQR Weighted, J0395, 11.168236349578626
IQR Weighted, gSDSS, 128.59022741071854
IQR Weighted, J0515, 22.850132163318975
IQR Weighted, rSDSS, 356.22986522024985
IQR Weighted, J0660, 73.55014794408733
IQR Weighted, iSDSS, 80.21541950113378
IQR Weighted, J0861, 80.0
ETA, J0395, 1.0758976049248123
ETA, gSDSS, 1.2184386757914978
ETA, J0515, 0.9511339838019488
ETA, rSDSS, 1.2048098713648845
ETA, J0660, 1.0346230414359086
ETA, iSDSS, 1.164971947286824
ETA, J0861, 1.1858519310835647
ETA Weighted, J0395, 1.7140390540435086
ETA Weighted, gSDSS, 11.501637191530941
ETA Weighted, J0515, 1.5750315180687149
ETA Weighted, rSDSS, 5.775318062386583
ETA Weighted, J0660, 3.74691464387867
ETA Weighted, iSDSS, 9.182209788913838
ETA Weighted, J0861, 7.33783657607248
Sigma Weighted, J0395, 0.29085729506829583
Sigma Weighted, gSDSS, 0.10616744046537717
Sigma Weighted, J0515, 0.11630314058036505
Sigma Weighted, rSDSS, 0.11305151644604952
Sigma Weighted, J0660, 0.1144594796980772
Sigma Weighted, iSDSS, 0.1091464637322266
Sigma Weighted, J0861, 0.09376172004360173
MAD, J0395, 0.242046875
MAD, gSDSS, 0.09472444444444443
MAD, J0515, 0.09571972318339099
MAD, rSDSS, 0.09669972451790634
MAD, J0660, 0.1005858585858586
MAD, iSDSS, 0.08128571428571428
MAD, J0861, 0.09522448979591837
Variance NXS, J0395, 10.73891453107402
Variance NXS, gSDSS, 11.296307026965913
Variance NXS, J0515, 11.372287459044447
Variance NXS, rSDSS, 3.7813569760472854
Variance NXS, J0660, 3.6541791265894474
Variance NXS, iSDSS, 7.0020982142857155
Variance NXS, J0861, 6.100666796535738
Peak to Peak, J0395, 1.605128205128205
Peak to Peak, gSDSS, 1.3916913946587537
Peak to Peak, J0515, 1.4065573770491804
Peak to Peak, rSDSS, 1.2338461538461538
Peak to Peak, J0660, 1.4110671936758892
Peak to Peak, iSDSS, 1.53125
Peak to Peak, J0861, 1.253731343283582
Lag-1 Autocorrelation, J0395, 3716592074050293.0
Lag-1 Autocorrelation, gSDSS, -3941013244543102.5
Lag-1 Autocorrelation, J0515, -682025526503764.8
Lag-1 Autocorrelation, rSDSS, -944603074682860.6
Lag-1 Autocorrelation, J0660, 2874926079575483.5
Lag-1 Autocorrelation, iSDSS, nan
Lag-1 Autocorrelation, J0861, -324776811397234.0

