Method, Filter, Result
IQR, J0395, 0.34299999999999997
IQR, gSDSS, 0.17450000000000002
IQR, J0515, 0.1915
IQR, rSDSS, 0.0965
IQR, J0660, 0.135
IQR, iSDSS, 0.1275
IQR, J0861, 0.111
IQR Weighted, J0395, 8.561823239651263
IQR Weighted, gSDSS, 76.05735254003652
IQR Weighted, J0515, 11.421306029281736
IQR Weighted, rSDSS, 110.63080797432984
IQR Weighted, J0660, 35.92895701357208
IQR Weighted, iSDSS, 31.87347799607375
IQR Weighted, J0861, 37.068242916053734
ETA, J0395, 1.2983288706957143
ETA, gSDSS, 1.39970569055906
ETA, J0515, 0.8350604686466334
ETA, rSDSS, 1.1986648835181513
ETA, J0660, 1.3863111581170713
ETA, iSDSS, 1.6970284915081797
ETA, J0861, 0.7702560265623257
ETA Weighted, J0395, 2.560009273737716
ETA Weighted, gSDSS, 13.487859985578467
ETA Weighted, J0515, 1.5401387122734973
ETA Weighted, rSDSS, 16.938546789746514
ETA Weighted, J0660, 3.6018603525493744
ETA Weighted, iSDSS, 6.744110425724543
ETA Weighted, J0861, 2.4863308517957785
Sigma Weighted, J0395, 0.4667223200045768
Sigma Weighted, gSDSS, 0.31234594009703126
Sigma Weighted, J0515, 0.31536293441214047
Sigma Weighted, rSDSS, 0.2217532588754548
Sigma Weighted, J0660, 0.17935274767220694
Sigma Weighted, iSDSS, 0.17995662416213765
Sigma Weighted, J0861, 0.16026638744923727
MAD, J0395, 0.48036239999999997
MAD, gSDSS, 0.3573066
MAD, J0515, 0.3469284
MAD, rSDSS, 0.281694
MAD, J0660, 0.23721599999999998
MAD, iSDSS, 0.22238999999999998
MAD, J0861, 0.185325
Variance NXS, J0395, 121.74282394888137
Variance NXS, gSDSS, 36.50691762335927
Variance NXS, J0515, 114.04919996950196
Variance NXS, rSDSS, 39.449492811577116
Variance NXS, J0660, 237.35994959042227
Variance NXS, iSDSS, 69.77459790599244
Variance NXS, J0861, 133.2809851694916
Peak to Peak, J0395, -10.821138211382113
Peak to Peak, gSDSS, -3.0268456375838926
Peak to Peak, J0515, 17.981818181818205
Peak to Peak, rSDSS, -2.7398373983739837
Peak to Peak, J0660, 21.749999999999982
Peak to Peak, iSDSS, -10.961538461538465
Peak to Peak, J0861, -4.069182389937106
Lag-1 Autocorrelation, J0395, 0.527149610839448
Lag-1 Autocorrelation, gSDSS, 0.5227287771976119
Lag-1 Autocorrelation, J0515, 0.27765951975608766
Lag-1 Autocorrelation, rSDSS, 0.5403593519795028
Lag-1 Autocorrelation, J0660, 0.5061298439582739
Lag-1 Autocorrelation, iSDSS, 0.6408557085464406
Lag-1 Autocorrelation, J0861, 0.2800812882734921

