Method, Filter, Result
IQR, J0395, 0.0605
IQR, gSDSS, 0.031
IQR, J0515, 0.022
IQR, rSDSS, 0.0305
IQR, J0660, 0.018
IQR, iSDSS, 0.02
IQR, J0861, 0.017
IQR Weighted, J0395, 14.769595422276074
IQR Weighted, gSDSS, 468.1702226345084
IQR Weighted, J0515, 36.95356422822863
IQR Weighted, rSDSS, 638.2653061224489
IQR Weighted, J0660, 295.9136822773187
IQR Weighted, iSDSS, 522.8351757369614
IQR Weighted, J0861, 402.21088435374145
ETA, J0395, 0.5436900005629641
ETA, gSDSS, 0.7732678561319176
ETA, J0515, 0.8696738091734129
ETA, rSDSS, 0.8347985793840333
ETA, J0660, 0.8683740333910246
ETA, iSDSS, 0.8787753656734743
ETA, J0861, 0.8775200233596678
ETA Weighted, J0395, 0.819466409247126
ETA Weighted, gSDSS, 3.2505402621880197
ETA Weighted, J0515, 3.1394386519210955
ETA Weighted, rSDSS, 2.810828621420319
ETA Weighted, J0660, 3.428902224738121
ETA Weighted, iSDSS, 2.8540750142007525
ETA Weighted, J0861, 2.4093263843429273
Sigma Weighted, J0395, 0.11462415003927802
Sigma Weighted, gSDSS, 0.14550307176712055
Sigma Weighted, J0515, 0.12710175974702534
Sigma Weighted, rSDSS, 0.1352362519203242
Sigma Weighted, J0660, 0.10187305777563319
Sigma Weighted, iSDSS, 0.11173595336541164
Sigma Weighted, J0861, 0.09596437624128486
MAD, J0395, 0.1186008
MAD, gSDSS, 0.09168595041322312
MAD, J0515, 0.06925951557093425
MAD, rSDSS, 0.07956290174471992
MAD, J0660, 0.04932179930795849
MAD, iSDSS, 0.06847566574839303
MAD, J0861, 0.0629146005509642
Variance NXS, J0395, 18.290334589551936
Variance NXS, gSDSS, 6.977323373407402
Variance NXS, J0515, 20.30296574143062
Variance NXS, rSDSS, 8.396709987084181
Variance NXS, J0660, 17.812952112268515
Variance NXS, iSDSS, 8.606963578261066
Variance NXS, J0861, 7.663064060642091
Peak to Peak, J0395, 1.1458699472759226
Peak to Peak, gSDSS, 1.0722543352601157
Peak to Peak, J0515, 1.1961414790996787
Peak to Peak, rSDSS, 1.1101243339253997
Peak to Peak, J0660, 1.1532091097308488
Peak to Peak, iSDSS, 1.1252796420581657
Peak to Peak, J0861, 1.0913705583756346
Lag-1 Autocorrelation, J0395, -2778692288763249.5
Lag-1 Autocorrelation, gSDSS, -2361357193142744.0
Lag-1 Autocorrelation, J0515, -2098478283496585.8
Lag-1 Autocorrelation, rSDSS, 960776762475836.9
Lag-1 Autocorrelation, J0660, -8078995964498664.0
Lag-1 Autocorrelation, iSDSS, -3713402306989261.0
Lag-1 Autocorrelation, J0861, -407939169684978.3

