Method, Filter, Result
IQR, J0395, 0.24400000000000002
IQR, gSDSS, 0.164
IQR, J0515, 0.174
IQR, rSDSS, 0.149
IQR, J0660, 0.201
IQR, iSDSS, 0.11399999999999999
IQR, J0861, 0.1185
IQR Weighted, J0395, 47.591074959826635
IQR Weighted, gSDSS, 864.8108422225339
IQR Weighted, J0515, 71.63959485635604
IQR Weighted, rSDSS, 2054.6737213403885
IQR Weighted, J0660, 37.398589581954106
IQR Weighted, iSDSS, 117.0448944441035
IQR Weighted, J0861, 31.56073163020216
ETA, J0395, 0.7405362625588348
ETA, gSDSS, 0.9837662039795657
ETA, J0515, 0.8740131794298227
ETA, rSDSS, 1.0055441241577192
ETA, J0660, 0.8317234428317432
ETA, iSDSS, 0.8434659823848016
ETA, J0861, 0.8995076794412635
ETA Weighted, J0395, 3.4843162702637405
ETA Weighted, gSDSS, 10.977724381770589
ETA Weighted, J0515, 5.20199446423004
ETA Weighted, rSDSS, 11.300910593996047
ETA Weighted, J0660, 4.032449954909282
ETA Weighted, iSDSS, 6.047762604532991
ETA Weighted, J0861, 6.591060037246011
Sigma Weighted, J0395, 0.20860360312017412
Sigma Weighted, gSDSS, 0.2028594642468609
Sigma Weighted, J0515, 0.18570714917212097
Sigma Weighted, rSDSS, 0.18825152037781318
Sigma Weighted, J0660, 0.16570146602489394
Sigma Weighted, iSDSS, 0.15899611056711987
Sigma Weighted, J0861, 0.15098821848073754
MAD, J0395, 0.23573339999999998
MAD, gSDSS, 0.207564
MAD, J0515, 0.2468529
MAD, rSDSS, 0.22090739999999998
MAD, J0660, 0.214977
MAD, iSDSS, 0.21201179999999997
MAD, J0861, 0.20904659999999997
Variance NXS, J0395, 94.58211415816332
Variance NXS, gSDSS, 17.439123158486222
Variance NXS, J0515, 105.26533697803752
Variance NXS, rSDSS, 1010648.600000043
Variance NXS, J0660, 3295.0042277711573
Variance NXS, iSDSS, 233980.21999999706
Variance NXS, J0861, 82.40538129226145
Peak to Peak, J0395, -3.2603550295857984
Peak to Peak, gSDSS, -2.9634146341463405
Peak to Peak, J0515, 17.518518518518537
Peak to Peak, rSDSS, -10.086956521739127
Peak to Peak, J0660, -5.53968253968254
Peak to Peak, iSDSS, -25.500000000000025
Peak to Peak, J0861, 15.54545454545455
Lag-1 Autocorrelation, J0395, 0.20489335914910053
Lag-1 Autocorrelation, gSDSS, 0.3342309790169396
Lag-1 Autocorrelation, J0515, 0.3443005806527269
Lag-1 Autocorrelation, rSDSS, 0.3889004498157455
Lag-1 Autocorrelation, J0660, 0.26186139445380185
Lag-1 Autocorrelation, iSDSS, nan
Lag-1 Autocorrelation, J0861, 0.39718083043032726

