Method, Filter, Result
IQR, J0395, 0.081
IQR, gSDSS, 0.026
IQR, J0515, 0.0345
IQR, rSDSS, 0.0335
IQR, J0660, 0.0385
IQR, iSDSS, 0.035500000000000004
IQR, J0861, 0.065
IQR Weighted, J0395, 144.59918463067157
IQR Weighted, gSDSS, 1038.1944444444443
IQR Weighted, J0515, 352.6472107438017
IQR Weighted, rSDSS, 716.0725940429571
IQR Weighted, J0660, 1017.3611111111112
IQR Weighted, iSDSS, 1531.25
IQR Weighted, J0861, 2570.0
ETA, J0395, 1.1787033665241764
ETA, gSDSS, 1.7997487990033214
ETA, J0515, 1.6782527169744612
ETA, rSDSS, 0.8006100269811492
ETA, J0660, 1.7533984439041008
ETA, iSDSS, 0.572847870429983
ETA, J0861, 0.36787391121590846
ETA Weighted, J0395, 2.340819744259511
ETA Weighted, gSDSS, 5.408132894969117
ETA Weighted, J0515, 6.136366228702428
ETA Weighted, rSDSS, 9.4734419589582
ETA Weighted, J0660, 8.82518713948635
ETA Weighted, iSDSS, 1.3596157271918643
ETA Weighted, J0861, 3.9858564834906303
Sigma Weighted, J0395, 0.07193518771971884
Sigma Weighted, gSDSS, 0.04599436691199413
Sigma Weighted, J0515, 0.0559719589277363
Sigma Weighted, rSDSS, 0.054184374624820036
Sigma Weighted, J0660, 0.055741190442776
Sigma Weighted, iSDSS, 0.051634116973301926
Sigma Weighted, J0861, 0.05301836677754274
MAD, J0395, 0.0667128027681661
MAD, gSDSS, 0.038971904266389176
MAD, J0515, 0.04547404844290657
MAD, rSDSS, 0.06916326530612246
MAD, J0660, 0.04553125
MAD, iSDSS, 0.0391604938271605
MAD, J0861, 0.04552066115702479
Variance NXS, J0395, 6.410138127833896
Variance NXS, gSDSS, 236.13402061855683
Variance NXS, J0515, 71.25172469767067
Variance NXS, rSDSS, 28.67307819419656
Variance NXS, J0660, 204.8560576395959
Variance NXS, iSDSS, 105.25062499999996
Variance NXS, J0861, 6.430355284673701
Peak to Peak, J0395, -2.225806451612903
Peak to Peak, gSDSS, -16.600000000000005
Peak to Peak, J0515, -7.2399999999999975
Peak to Peak, rSDSS, -2.111111111111111
Peak to Peak, J0660, nan
Peak to Peak, iSDSS, 11.90909090909092
Peak to Peak, J0861, -3.714285714285714
Lag-1 Autocorrelation, J0395, -1358760047553544.2
Lag-1 Autocorrelation, gSDSS, 903617900450136.5
Lag-1 Autocorrelation, J0515, -2452164929940182.0
Lag-1 Autocorrelation, rSDSS, -100626625291926.4
Lag-1 Autocorrelation, J0660, -1700681907200573.5
Lag-1 Autocorrelation, iSDSS, nan
Lag-1 Autocorrelation, J0861, -264051182489497.28

