Method, Filter, Result
IQR, J0395, 0.154
IQR, gSDSS, 0.10400000000000001
IQR, J0515, 0.1225
IQR, rSDSS, 0.1245
IQR, J0660, 0.165
IQR, iSDSS, 0.0815
IQR, J0861, 0.108
IQR Weighted, J0395, 28.507455700659882
IQR Weighted, gSDSS, 340.58390022675735
IQR Weighted, J0515, 59.81209545948556
IQR Weighted, rSDSS, 518.5512204142012
IQR Weighted, J0660, 248.71672433679353
IQR Weighted, iSDSS, 176.33314626654064
IQR Weighted, J0861, 143.44985956249693
ETA, J0395, 0.5787223948077749
ETA, gSDSS, 0.924553841236211
ETA, J0515, 0.8105916187403056
ETA, rSDSS, 1.1019974359035005
ETA, J0660, 1.2622468338474735
ETA, iSDSS, 1.4108614822956633
ETA, J0861, 1.3668903692662655
ETA Weighted, J0395, 0.866959892715454
ETA Weighted, gSDSS, 2.281967891831869
ETA Weighted, J0515, 3.6314593084155757
ETA Weighted, rSDSS, 7.656973647468714
ETA Weighted, J0660, 5.940675687293225
ETA Weighted, iSDSS, 6.880429461895207
ETA Weighted, J0861, 6.054077469631399
Sigma Weighted, J0395, 0.23854885343494786
Sigma Weighted, gSDSS, 0.24859802328899916
Sigma Weighted, J0515, 0.23015033530222795
Sigma Weighted, rSDSS, 0.22011854747520154
Sigma Weighted, J0660, 0.2327319437628987
Sigma Weighted, iSDSS, 0.1914311533574767
Sigma Weighted, J0861, 0.17208000663902617
MAD, J0395, 0.1365
MAD, gSDSS, 0.1215
MAD, J0515, 0.133
MAD, rSDSS, 0.112
MAD, J0660, 0.1365
MAD, iSDSS, 0.1005
MAD, J0861, 0.098
Variance NXS, J0395, 1065.0108923826717
Variance NXS, gSDSS, 98.63914536388224
Variance NXS, J0515, 34.99385577043102
Variance NXS, rSDSS, 79.36072819023883
Variance NXS, J0660, 48.65071349298682
Variance NXS, iSDSS, 118.16869986368059
Variance NXS, J0861, 32.94275866666667
Peak to Peak, J0395, 2.269172932330827
Peak to Peak, gSDSS, 1.5642737896494159
Peak to Peak, J0515, 1.5858407079646017
Peak to Peak, rSDSS, 1.6592674805771361
Peak to Peak, J0660, 1.8625954198473282
Peak to Peak, iSDSS, 1.6657303370786516
Peak to Peak, J0861, 1.4966622162883845
Lag-1 Autocorrelation, J0395, 1.2989653444835281e+32
Lag-1 Autocorrelation, gSDSS, 1.4446745927805452e+31
Lag-1 Autocorrelation, J0515, 5.125836858092494e+30
Lag-1 Autocorrelation, rSDSS, 1.22924760866835e+32
Lag-1 Autocorrelation, J0660, 2.4905219781946607e+32
Lag-1 Autocorrelation, iSDSS, 1.0647958135783995e+32
Lag-1 Autocorrelation, J0861, 1.2932364044453559e+31

