Method, Filter, Result
IQR, J0395, 0.086
IQR, gSDSS, 0.07550000000000001
IQR, J0515, 0.094
IQR, rSDSS, 0.039
IQR, J0660, 0.0315
IQR, iSDSS, 0.0265
IQR, J0861, 0.019
IQR Weighted, J0395, 1.5298826846268305
IQR Weighted, gSDSS, 28.674341310011428
IQR Weighted, J0515, 4.262679839576732
IQR Weighted, rSDSS, 78.1378981037539
IQR Weighted, J0660, 48.903444542481495
IQR Weighted, iSDSS, 67.61073805206422
IQR Weighted, J0861, 44.33641975308642
ETA, J0395, 0.37352520367683717
ETA, gSDSS, 0.9901102509696424
ETA, J0515, 0.9349513440810724
ETA, rSDSS, 1.295242548985873
ETA, J0660, 1.5794424457717784
ETA, iSDSS, 0.8609494837376598
ETA, J0861, 1.5454362591206923
ETA Weighted, J0395, 0.22157631142547687
ETA Weighted, gSDSS, 2.409763371945979
ETA Weighted, J0515, 1.0712881505605203
ETA Weighted, rSDSS, 5.356184422066846
ETA Weighted, J0660, 5.089159719122256
ETA Weighted, iSDSS, 14.927428452069337
ETA Weighted, J0861, 15.731630389353207
Sigma Weighted, J0395, 0.1757277587942305
Sigma Weighted, gSDSS, 0.1245170235543621
Sigma Weighted, J0515, 0.16673943431769572
Sigma Weighted, rSDSS, 0.11741519433482818
Sigma Weighted, J0660, 0.09251721694496508
Sigma Weighted, iSDSS, 0.11372161060296963
Sigma Weighted, J0861, 0.09143943524183824
MAD, J0395, 0.10300000000000001
MAD, gSDSS, 0.082
MAD, J0515, 0.0745
MAD, rSDSS, 0.0525
MAD, J0660, 0.031
MAD, iSDSS, 0.025
MAD, J0861, 0.016
Variance NXS, J0395, -62.778512396694204
Variance NXS, gSDSS, 5.883111673294927
Variance NXS, J0515, 26.052737176976688
Variance NXS, rSDSS, 6.582045910402082
Variance NXS, J0660, 9.066255374738407
Variance NXS, iSDSS, 7.766780288593984
Variance NXS, J0861, 9.873855102040814
Peak to Peak, J0395, 0.7699999999999998
Peak to Peak, gSDSS, 1.4880952380952384
Peak to Peak, J0515, 2.0719602977667493
Peak to Peak, rSDSS, 1.3265306122448979
Peak to Peak, J0660, 1.4
Peak to Peak, iSDSS, 1.237864077669903
Peak to Peak, J0861, 1.0915662650602411
Lag-1 Autocorrelation, J0395, -7.15088315654275e+32
Lag-1 Autocorrelation, gSDSS, 1.4600810508938043e+31
Lag-1 Autocorrelation, J0515, 2.452653157162099e+32
Lag-1 Autocorrelation, rSDSS, 4.5522394878453585e+30
Lag-1 Autocorrelation, J0660, 1.0744643058748252e+31
Lag-1 Autocorrelation, iSDSS, 6.373781887533503e+30
Lag-1 Autocorrelation, J0861, 1.8205905602962116e+33

