#Parameters from JPLUS_DR1
#TILE_ID,33218
#NUMBER,13055
#ALPHA_J2000,206.7929
#DELTA_J2000,28.0652
#J0378,18.905,0.190
#J0395,19.061,0.222
#J0410,19.471,0.260
#J0430,19.393,0.252
#J0515,18.932,0.152
#J0660,18.993,0.147
#J0861,19.154,0.369
#gSDSS,19.071,0.095
#iSDSS,18.779,0.109
#rSDSS,18.940,0.083
#uJAVA,19.951,0.567
#zSDSS,18.715,0.199
#HJD,DMAG,DMAGERR,FILTER
2458143.64105842,-0.040,0.204,J0395
2458143.64984381,0.166,0.299,J0395
2458240.39038101,-0.069,0.369,J0395
2458250.38548684,-0.581,0.466,J0395
2458250.39442160,-0.208,0.203,J0395
2458250.40335635,0.040,0.238,J0395
2458270.41302090,0.344,0.202,J0395
2458270.42195549,-0.132,0.441,J0395
2458270.43089008,0.347,0.290,J0395
2458497.67219459,0.046,0.301,J0395
2458143.64214647,0.113,0.069,gSDSS
2458143.65092028,0.162,0.082,gSDSS
2458143.65968251,0.100,0.074,gSDSS
2458149.63833029,0.326,0.263,gSDSS
2458149.64709249,0.309,0.199,gSDSS
2458149.65587785,0.241,0.174,gSDSS
2458214.55700863,-0.031,0.131,gSDSS
2458214.56595536,-0.087,0.203,gSDSS
2458214.57493681,0.112,0.151,gSDSS
2458230.50989864,0.374,0.287,gSDSS
2458232.53751971,-0.261,0.303,gSDSS
2458240.38258037,-0.150,0.157,gSDSS
2458240.39149208,-0.102,0.171,gSDSS
2458240.40046165,-0.023,0.203,gSDSS
2458250.38659790,0.191,0.070,gSDSS
2458250.39553265,0.018,0.072,gSDSS
2458250.40449056,-0.030,0.065,gSDSS
2458270.41413193,0.014,0.096,gSDSS
2458270.42305495,0.031,0.119,gSDSS
2458270.43200112,0.123,0.126,gSDSS
2458277.47290657,0.528,0.263,gSDSS
2458281.47037328,-0.018,0.097,gSDSS
2458281.47928467,-0.225,0.112,gSDSS
2458293.41507249,-0.215,0.328,gSDSS
2458293.42403013,-0.289,0.247,gSDSS
2458293.43295305,-0.058,0.258,gSDSS
2458497.67329421,-0.034,0.081,gSDSS
2458497.68223011,0.000,0.078,gSDSS
2458497.69115444,-0.216,0.096,gSDSS
2458143.64292199,0.104,0.236,J0515
2458143.65168422,-0.021,0.198,J0515
2458143.66045804,-0.108,0.198,J0515
2458214.55780724,-0.035,0.345,J0515
2458240.38336738,-0.210,0.315,J0515
2458250.38738490,0.193,0.160,J0515
2458250.39633123,-0.067,0.211,J0515
2458250.40527755,0.115,0.154,J0515
2458270.41491892,0.140,0.179,J0515
2458270.42385351,-0.001,0.233,J0515
2458270.43278811,-0.077,0.213,J0515
2458281.47114869,-0.004,0.204,J0515
2458281.48007165,0.001,0.200,J0515
2458497.67409289,0.122,0.471,J0515
2458497.68301721,0.338,0.175,J0515
2458497.69194154,0.154,0.171,J0515
2458143.64377853,0.070,0.059,rSDSS
2458143.65255235,0.010,0.076,rSDSS
2458143.66132616,0.104,0.083,rSDSS
2458149.63996235,0.318,0.135,rSDSS
2458149.64872456,0.300,0.204,rSDSS
2458149.65749834,0.055,0.123,rSDSS
2458214.55869844,-0.130,0.096,rSDSS
2458214.56767989,-0.098,0.187,rSDSS
2458214.57664977,-0.079,0.106,rSDSS
2458230.50266502,0.036,0.258,rSDSS
2458232.53919791,-0.181,0.235,rSDSS
2458240.38425855,-0.237,0.134,rSDSS
2458240.39321655,-0.068,0.144,rSDSS
2458240.40212826,0.048,0.128,rSDSS
2458250.38828763,0.085,0.055,rSDSS
2458250.39722239,0.036,0.056,rSDSS
2458250.40618029,0.082,0.052,rSDSS
2458270.41581006,0.147,0.079,rSDSS
2458270.42473308,-0.216,0.087,rSDSS
2458270.43367925,0.348,0.072,rSDSS
2458281.47203983,-0.018,0.097,rSDSS
2458281.48099751,-0.130,0.074,rSDSS
2458293.41677374,0.256,0.245,rSDSS
2458293.42570824,-0.010,0.187,rSDSS
2458293.43463116,-0.087,0.159,rSDSS
2458497.67498416,-0.049,0.084,rSDSS
2458497.68390849,-0.084,0.072,rSDSS
2458497.69283281,-0.030,0.085,rSDSS
2458143.64520225,-0.247,0.094,J0660
2458143.65397606,-0.127,0.105,J0660
2458143.66273830,-0.338,0.135,J0660
2458149.64137449,0.295,0.198,J0660
