#Parameters from JPLUS_DR1
#TILE_ID,26124
#NUMBER,19173
#ALPHA_J2000,106.1317
#DELTA_J2000,40.0760
#J0378,19.853,0.127
#J0395,19.745,0.114
#J0410,19.473,0.090
#J0430,19.370,0.081
#J0515,18.708,0.049
#J0660,18.125,0.032
#J0861,18.245,0.034
#gSDSS,18.667,0.019
#iSDSS,18.131,0.032
#rSDSS,18.217,0.015
#uJAVA,20.348,0.184
#zSDSS,17.944,0.020
#HJD,DMAG,DMAGERR,FILTER
2458212.38018754,-0.609,0.199,J0395
2458844.47271415,0.278,0.287,J0395
2458844.48151056,-0.408,0.166,J0395
2458844.49031855,0.341,0.329,J0395
2458846.46793476,0.000,0.215,J0395
2458846.47674272,-0.097,0.210,J0395
2458846.48556225,0.368,0.300,J0395
2458851.41967800,0.341,0.252,J0395
2458851.42849746,-0.550,0.236,J0395
2458851.43731692,-0.655,0.289,J0395
2458895.39173811,0.289,0.205,J0395
2458895.40110093,0.446,0.208,J0395
2458895.40769772,0.148,0.253,J0395
2458895.41429451,-0.089,0.195,J0395
2458895.42084501,-0.827,0.154,J0395
2458209.35943223,-0.012,0.080,gSDSS
2458209.36825084,0.111,0.088,gSDSS
2458209.37711574,0.035,0.087,gSDSS
2458212.36363818,-0.049,0.037,gSDSS
2458212.38127540,-0.098,0.040,gSDSS
2458758.66034581,-0.013,0.043,gSDSS
2458758.66914294,-0.000,0.044,gSDSS
2458758.67792849,0.000,0.050,gSDSS
2458828.47369920,0.343,0.238,gSDSS
2458828.48249584,-0.018,0.219,gSDSS
2458828.49129248,-0.123,0.187,gSDSS
2458828.53429186,0.213,0.105,gSDSS
2458828.54308850,0.514,0.180,gSDSS
2458828.55194301,0.207,0.096,gSDSS
2458209.36020762,-0.235,0.149,J0515
2458209.36902623,0.233,0.133,J0515
2458209.37789113,-0.098,0.144,J0515
2458212.36441357,-0.027,0.077,J0515
2458212.37322061,0.000,0.094,J0515
2458212.38203921,0.096,0.086,J0515
2458758.66119080,-0.148,0.119,J0515
2458758.66997635,0.293,0.137,J0515
2458758.67876191,-0.101,0.140,J0515
2458828.53512522,0.039,0.197,J0515
2458828.54393344,0.166,0.290,J0515
2458828.55277638,-0.219,0.170,J0515
2458844.47455445,0.204,0.103,J0515
2458844.48335087,-0.041,0.088,J0515
2458844.49214728,-0.214,0.073,J0515
2458846.46977505,-0.174,0.070,J0515
2458846.47858302,-0.021,0.078,J0515
2458846.48740255,0.144,0.077,J0515
2458851.42151828,-0.170,0.112,J0515
2458851.43036089,0.023,0.104,J0515
2458851.43915720,-0.025,0.127,J0515
2458895.30184814,-0.654,0.139,J0515
2458895.30841022,-0.036,0.223,J0515
2458895.31496072,-0.665,0.266,J0515
2458895.32153436,0.085,0.093,J0515
2458895.36089522,-0.493,0.157,J0515
2458895.36744572,-0.140,0.144,J0515
2458895.37401936,0.206,0.096,J0515
2458895.38059301,0.050,0.098,J0515
2458895.38714351,0.632,0.129,J0515
2458895.39369400,0.442,0.128,J0515
2458895.40306839,0.440,0.125,J0515
2458895.40965361,0.541,0.096,J0515
2458895.41623883,0.230,0.082,J0515
2458895.42280090,0.319,0.094,J0515
2458209.36108717,0.032,0.034,rSDSS
2458209.36989420,0.031,0.040,rSDSS
2458209.37877068,0.168,0.041,rSDSS
2458212.36526997,-0.039,0.027,rSDSS
2458212.37408858,-0.093,0.036,rSDSS
2458212.38293033,0.001,0.023,rSDSS
2458758.66207051,0.029,0.033,rSDSS
2458758.67085607,-0.028,0.028,rSDSS
2458758.67964162,-0.022,0.032,rSDSS
2458828.47541223,0.242,0.119,rSDSS
2458828.48420887,-0.009,0.087,rSDSS
2458828.49300551,0.463,0.184,rSDSS
2458828.53600489,0.296,0.082,rSDSS
2458828.54481310,0.071,0.067,rSDSS
2458828.55365604,0.023,0.046,rSDSS
2458844.47543409,-0.096,0.024,rSDSS
2458844.48424208,-0.048,0.023,rSDSS
2458844.49302693,-0.062,0.022,rSDSS
2458846.47066627,-0.001,0.023,rSDSS
2458846.47946265,0.077,0.023,rSDSS
2458846.48828219,0.198,0.023,rSDSS
2458851.42240949,-0.044,0.026,rSDSS
2458851.43124052,-0.103,0.028,rSDSS
2458851.44003683,-0.059,0.039,rSDSS
2458209.36251064,-0.071,0.059,J0660
2458209.37132925,-0.016,0.051,J0660
2458209.38019415,0.105,0.066,J0660
2458212.36669345,-0.029,0.041,J0660
2458212.37552363,0.038,0.108,J0660
2458212.38435381,-0.054,0.037,J0660
2458758.66344796,-0.066,0.045,J0660
2458758.67223351,-0.108,0.041,J0660
2458758.68103064,-0.052,0.047,J0660
2458828.48558624,0.220,0.135,J0660
2458828.49438288,0.510,0.245,J0660
2458828.53739383,-0.005,0.119,J0660
2458828.54619047,0.166,0.121,J0660
2458828.55504499,0.035,0.100,J0660
2458844.47681143,-0.170,0.038,J0660
2458844.48561942,-0.112,0.038,J0660
2458844.49440426,-0.152,0.037,J0660
2458846.47204360,-0.026,0.037,J0660
2458846.48085156,0.101,0.037,J0660
2458846.48965952,0.117,0.037,J0660
2458851.42378680,-0.186,0.040,J0660
2458851.43261784,-0.036,0.053,J0660
2458851.44140258,-0.157,0.055,J0660
2458862.44694668,0.163,0.122,J0660
2458862.45574283,0.080,0.065,J0660
2458862.46453898,-0.041,0.064,J0660
2458863.45452175,0.660,0.115,J0660
2458863.46331788,0.679,0.098,J0660
2458863.47213716,0.575,0.106,J0660
2458895.30404707,-0.028,0.065,J0660
2458895.31062072,0.005,0.209,J0660
2458895.31718279,-0.168,0.087,J0660
2458895.32373329,-0.227,0.059,J0660
2458895.33030694,-0.502,0.207,J0660
2458895.36309415,-0.107,0.092,J0660
2458895.36967937,0.072,0.071,J0660
2458895.38279194,0.269,0.042,J0660
2458895.38935401,0.322,0.043,J0660
2458895.39590451,0.516,0.055,J0660
2458895.40526732,0.477,0.050,J0660
2458895.41189883,0.338,0.041,J0660
2458895.41844933,0.209,0.040,J0660
2458209.36391097,-0.032,0.034,iSDSS
2458209.37272958,0.022,0.036,iSDSS
2458209.38161763,0.123,0.039,iSDSS
2458212.36810535,-0.159,0.031,iSDSS
2458212.37692396,-0.043,0.070,iSDSS
2458212.38575414,-0.044,0.040,iSDSS
2458758.66486013,0.000,0.042,iSDSS
2458758.67364568,-0.131,0.037,iSDSS
2458758.68243123,-0.066,0.036,iSDSS
2458828.47820169,-0.690,0.184,iSDSS
2458828.48699833,0.090,0.201,iSDSS
2458828.49579497,0.180,0.092,iSDSS
2458828.53880592,0.127,0.102,iSDSS
2458828.54759099,0.068,0.072,iSDSS
2458828.55644551,0.019,0.055,iSDSS
2458209.36533445,-0.018,0.035,J0861
2458209.37415306,0.070,0.039,J0861
2458209.38305268,0.128,0.043,J0861
2458212.36952883,-0.023,0.062,J0861
2458212.37835901,-0.117,0.168,J0861
2458212.38718919,-0.064,0.034,J0861
2458758.66634175,-0.048,0.051,J0861
2458758.67512730,-0.111,0.056,J0861
2458758.68392443,-0.109,0.055,J0861
2458828.47969480,0.013,0.111,J0861
2458828.48847987,0.576,0.226,J0861
2458828.49727651,0.334,0.097,J0861
2458828.54029904,0.071,0.090,J0861
2458828.54908411,0.020,0.070,J0861
2458828.55793862,0.000,0.071,J0861
