#Parameters from JPLUS_DR1
#TILE_ID,26208
#NUMBER,16994
#ALPHA_J2000,212.5099
#DELTA_J2000,52.7953
#J0378,19.353,0.223
#J0395,19.664,0.292
#J0410,18.803,0.104
#J0430,18.885,0.107
#J0515,18.215,0.058
#J0660,17.874,0.035
#J0861,17.709,0.070
#gSDSS,18.403,0.040
#iSDSS,17.755,0.033
#rSDSS,17.873,0.024
#uJAVA,19.875,0.369
#zSDSS,17.625,0.057
#HJD,DMAG,DMAGERR,FILTER
2458141.65090809,0.000,0.196,J0395
2458141.65968161,-0.020,0.294,J0395
2458141.66844356,-0.141,0.241,J0395
2458240.46744830,0.669,0.478,J0395
2458240.47637160,0.096,0.251,J0395
2457910.57540799,-0.119,0.171,gSDSS
2457910.57612555,0.312,0.220,gSDSS
2457910.57684311,-0.060,0.154,gSDSS
2457919.51987451,-0.051,0.070,gSDSS
2457919.52056892,-0.002,0.088,gSDSS
2457919.52127490,0.037,0.066,gSDSS
2457921.61394844,-0.013,0.089,gSDSS
2457921.61465442,0.060,0.099,gSDSS
2457921.61536041,-0.003,0.100,gSDSS
2457922.40605015,0.000,0.059,gSDSS
2457922.40675613,-0.079,0.069,gSDSS
2457922.40749683,0.016,0.053,gSDSS
2457927.42093892,0.014,0.084,gSDSS
2457927.42164490,0.026,0.111,gSDSS
2457929.38772765,-0.013,0.104,gSDSS
2457929.38846835,-0.319,0.139,gSDSS
2457943.39918719,-0.017,0.105,gSDSS
2457943.39990474,0.120,0.119,gSDSS
2457943.40061073,0.066,0.121,gSDSS
2458141.65199610,0.051,0.072,gSDSS
2458141.66076962,0.005,0.068,gSDSS
2458141.66951999,-0.114,0.054,gSDSS
2458205.55726700,-0.043,0.075,gSDSS
2458205.56613268,0.178,0.142,gSDSS
2458205.57496363,0.029,0.070,gSDSS
2458240.46855937,0.007,0.079,gSDSS
2458240.48645228,-0.013,0.076,gSDSS
2457919.52214291,0.016,0.136,J0515
2457919.52294148,-0.144,0.121,J0515
2457919.52371691,-0.120,0.116,J0515
2457921.61622842,-0.075,0.196,J0515
2457921.61701542,-0.016,0.149,J0515
2457921.61780242,0.080,0.180,J0515
2457922.40836484,0.031,0.083,J0515
2457922.40915184,0.023,0.089,J0515
2457922.40995041,0.209,0.091,J0515
2457927.42321890,0.066,0.192,J0515
2457927.42480447,-0.126,0.206,J0515
2457929.39082934,0.145,0.241,J0515
2457943.40147874,0.137,0.186,J0515
2457943.40228889,-0.067,0.207,J0515
2457943.40306432,-0.054,0.150,J0515
2458141.65276002,0.463,0.135,J0515
2458141.66153354,-0.102,0.106,J0515
2458141.67029549,-0.069,0.090,J0515
2458205.55804246,0.023,0.100,J0515
2458205.56690813,-0.199,0.119,J0515
2458205.57573909,-0.026,0.112,J0515
2458240.46934638,-0.165,0.130,J0515
2458240.47826969,0.118,0.126,J0515
2458240.48723929,0.249,0.126,J0515
2457902.61206171,0.067,0.135,rSDSS
2457902.61286028,0.029,0.086,rSDSS
2457902.61364728,-0.008,0.081,rSDSS
2457910.58026887,-0.183,0.133,rSDSS
2457910.58106744,-0.158,0.240,rSDSS
2457919.52468908,0.001,0.034,rSDSS
2457919.52548765,-0.039,0.031,rSDSS
2457919.52627465,0.001,0.033,rSDSS
2457921.61877459,-0.047,0.047,rSDSS
2457921.61956159,-0.096,0.045,rSDSS
2457921.62034859,-0.019,0.046,rSDSS
2457922.41093416,0.028,0.033,rSDSS
2457922.41172116,0.021,0.031,rSDSS
2457922.41250816,0.031,0.029,rSDSS
2457927.42578822,-0.001,0.043,rSDSS
2457927.42656364,-0.004,0.037,rSDSS
2457927.42736221,0.034,0.040,rSDSS
2457929.39338709,-0.236,0.221,rSDSS
2457929.39417409,-0.679,0.277,rSDSS
2457943.40403649,-0.010,0.043,rSDSS
2457943.40483507,0.066,0.048,rSDSS
2457943.40562207,-0.068,0.046,rSDSS
2458141.65362812,0.027,0.031,rSDSS
2458141.66239006,0.012,0.025,rSDSS
2458141.67115201,0.068,0.029,rSDSS
2458205.55891051,0.061,0.028,rSDSS
2458205.56777618,-0.001,0.031,rSDSS
2458205.57659556,0.027,0.033,rSDSS
2458240.47914929,0.019,0.031,rSDSS
2458240.48813046,-0.014,0.030,rSDSS
2457902.61517499,-0.081,0.129,J0660
2457902.61710777,0.046,0.261,J0660
2457919.52779078,-0.060,0.059,J0660
2457919.52968883,0.016,0.063,J0660
2457919.53159846,-0.022,0.054,J0660
2457921.62186471,0.135,0.070,J0660
2457921.62375119,-0.033,0.075,J0660
2457921.62566082,0.070,0.076,J0660
2457922.41402428,-0.002,0.055,J0660
2457922.41593391,-0.005,0.052,J0660
2457922.41782039,0.010,0.060,J0660
2457927.42887834,-0.008,0.063,J0660
2457927.43076482,-0.127,0.066,J0660
2457927.43266287,-0.045,0.063,J0660
2457929.39947475,0.063,0.129,J0660
2457943.40714977,0.061,0.074,J0660
2457943.40904783,0.043,0.074,J0660
2457943.41094589,0.114,0.114,J0660
2458141.65504021,0.039,0.046,J0660
2458141.66380216,-0.026,0.044,J0660
2458141.67257568,0.000,0.049,J0660
2458205.56034568,-0.015,0.050,J0660
2458205.56921136,0.009,0.052,J0660
2458205.57801916,0.070,0.052,J0660
2458240.47168426,-0.077,0.051,J0660
2458240.48061914,0.046,0.050,J0660
2458240.48956560,-0.039,0.055,J0660
2457910.58944666,-0.226,0.260,iSDSS
2457910.59017579,-0.027,0.193,iSDSS
2457919.53309144,0.047,0.068,iSDSS
2457919.53380900,0.005,0.071,iSDSS
2457919.53453813,0.081,0.064,iSDSS
2457921.62714223,0.046,0.089,iSDSS
2457921.62788293,-0.009,0.076,iSDSS
2457921.62861206,-0.019,0.090,iSDSS
2457922.41931337,0.056,0.078,iSDSS
2457922.42004250,-0.001,0.064,iSDSS
2457922.42077163,-0.030,0.073,iSDSS
2457927.43414428,0.165,0.077,iSDSS
2457927.43488498,-0.004,0.082,iSDSS
2457927.43560254,-0.035,0.083,iSDSS
2457929.40095616,-0.218,0.087,iSDSS
2457929.40241442,0.004,0.073,iSDSS
2457943.41243888,0.074,0.073,iSDSS
2457943.41319115,-0.008,0.068,iSDSS
2457943.41392029,-0.007,0.089,iSDSS
2458141.65644074,0.022,0.063,iSDSS
2458141.66519111,-0.040,0.079,iSDSS
2458141.67396463,0.065,0.076,iSDSS
2458205.56174613,-0.048,0.060,iSDSS
2458205.57061181,0.001,0.068,iSDSS
2458205.57943119,0.059,0.063,iSDSS
2458240.47309625,0.058,0.061,iSDSS
2458240.48201956,0.007,0.063,iSDSS
2458240.49097759,-0.007,0.058,iSDSS
2457910.59169192,0.000,0.164,J0861
2457910.59607828,0.394,0.292,J0861
2457919.53605426,-0.035,0.068,J0861
2457919.53824165,-0.017,0.079,J0861
2457919.54040589,-0.005,0.087,J0861
2457921.63011662,0.092,0.086,J0861
2457921.63229243,-0.028,0.093,J0861
2457922.42227619,-0.093,0.090,J0861
2457922.42445200,-0.064,0.093,J0861
2457922.42663940,0.030,0.086,J0861
2457927.43710710,0.063,0.093,J0861
2457927.43928291,-0.132,0.088,J0861
2457927.44147030,-0.094,0.102,J0861
2457929.40609479,0.008,0.088,J0861
2457929.40828218,0.069,0.082,J0861
2457943.41543642,-0.076,0.073,J0861
2457943.41762382,0.014,0.085,J0861
2457943.41981121,-0.017,0.088,J0861
2458141.65786441,0.030,0.069,J0861
2458141.66662635,-0.019,0.086,J0861
2458141.67538830,0.069,0.089,J0861
2458205.56318131,0.002,0.085,J0861
2458205.57204699,0.086,0.067,J0861
2458205.58086637,0.007,0.070,J0861
2458240.47453139,0.033,0.069,J0861
2458240.48346627,-0.016,0.068,J0861
2458240.49241272,-0.001,0.067,J0861
