#Parameters from JPLUS_DR1
#TILE_ID,26054
#NUMBER,14654
#ALPHA_J2000,131.6719
#DELTA_J2000,31.8269
#J0378,20.321,0.308
#J0395,21.236,0.716
#J0410,20.402,0.331
#J0430,22.155,1.552
#J0515,20.303,0.309
#J0660,20.646,0.471
#J0861,20.455,0.560
#gSDSS,20.702,0.103
#iSDSS,20.006,0.181
#rSDSS,20.696,0.133
#uJAVA,21.741,1.038
#zSDSS,20.851,0.935
#HJD,DMAG,DMAGERR,FILTER
2458141.53945868,-0.223,0.144,gSDSS
2458141.54830132,0.005,0.192,gSDSS
2458141.55710924,-0.284,0.160,gSDSS
2458142.49830559,0.000,0.125,gSDSS
2458142.50709034,0.140,0.138,gSDSS
2458142.51588667,0.057,0.156,gSDSS
2458538.55007657,-0.175,0.220,gSDSS
2458538.55901134,-0.399,0.245,gSDSS
2458538.56795768,-0.353,0.305,gSDSS
2458543.47414575,-0.307,0.216,gSDSS
2458543.48310360,-0.000,0.209,gSDSS
2458543.49204988,-0.368,0.157,gSDSS
2458551.33209487,0.282,0.196,gSDSS
2458551.34101791,0.054,0.144,gSDSS
2458551.34994094,0.151,0.169,gSDSS
2458552.55187659,0.270,0.185,gSDSS
2458552.56082276,0.350,0.225,gSDSS
2458552.56974579,-0.083,0.183,gSDSS
2458556.32520764,-0.073,0.256,gSDSS
2458625.39755808,0.065,0.218,gSDSS
2458625.40649249,-0.568,0.210,gSDSS
2458625.41541532,0.166,0.404,gSDSS
2458551.33288186,0.000,0.267,J0515
2458141.54110221,0.262,0.253,rSDSS
2458141.54994485,0.044,0.207,rSDSS
2458141.55877591,-0.052,0.154,rSDSS
2458142.49993754,0.413,0.170,rSDSS
2458142.50872229,-0.071,0.131,rSDSS
2458142.51753019,0.156,0.144,rSDSS
2458538.55175473,0.419,0.313,rSDSS
2458538.56068950,-0.401,0.248,rSDSS
2458538.56963584,0.011,0.209,rSDSS
2458543.47583547,-0.057,0.228,rSDSS
2458543.48481647,-0.011,0.196,rSDSS
2458543.49372803,-0.330,0.176,rSDSS
2458551.33378458,-0.037,0.157,rSDSS
2458551.34270761,-0.049,0.152,rSDSS
2458551.35163065,-0.459,0.212,rSDSS
2458552.55356630,0.307,0.170,rSDSS
2458552.56251247,0.242,0.152,rSDSS
2458552.57142392,-0.252,0.179,rSDSS
2458556.32688576,0.016,0.245,rSDSS
2458625.39923618,0.051,0.204,rSDSS
2458625.40817058,0.021,0.225,rSDSS
2458625.41709342,-0.174,0.266,rSDSS
2458141.55136847,-0.327,0.287,J0660
2458142.50136115,0.020,0.197,J0660
2458142.51014591,-0.267,0.251,J0660
2458142.51895381,0.040,0.228,J0660
2458538.56213619,-0.335,0.315,J0660
2458543.47728215,-0.266,0.269,J0660
2458543.48625158,0.108,0.285,J0660
2458543.49517471,-0.853,0.198,J0660
2458551.33521967,-0.037,0.267,J0660
2458551.34414271,0.136,0.188,J0660
2458551.35307732,0.464,0.260,J0660
2458552.57285901,0.052,0.214,J0660
2458625.40068281,0.128,0.289,J0660
2458625.41854005,-0.020,0.375,J0660
2458141.54391473,0.302,0.290,iSDSS
2458141.56158843,-0.480,0.260,iSDSS
2458142.50275005,0.298,0.273,iSDSS
2458142.51155795,-0.056,0.225,iSDSS
2458142.52034270,0.074,0.261,iSDSS
2458538.55460182,-0.501,0.316,iSDSS
2458538.56354816,0.072,0.264,iSDSS
2458543.48767511,-0.342,0.209,iSDSS
2458543.49658667,0.102,0.199,iSDSS
2458551.33663162,-0.116,0.256,iSDSS
2458551.34555465,-0.252,0.245,iSDSS
2458556.33871363,0.056,0.298,iSDSS
2458142.50419681,0.057,0.198,J0861
2458538.57391805,-0.241,0.212,J0861
2458543.48011765,-0.174,0.243,J0861
2458543.48911022,0.000,0.254,J0861
2458543.49802178,0.313,0.279,J0861
2458552.55787157,0.251,0.345,J0861
2458625.42138703,-0.728,0.296,J0861
