#Parameters from JPLUS_DR1
#TILE_ID,26023
#NUMBER,7089
#ALPHA_J2000,132.7916
#DELTA_J2000,30.3101
#J0378,18.341,0.063
#J0395,17.897,0.043
#J0410,17.111,0.023
#J0430,16.986,0.021
#J0515,16.295,0.013
#J0660,15.606,0.009
#J0861,15.349,0.010
#gSDSS,16.411,0.008
#iSDSS,15.436,0.010
#rSDSS,15.690,0.006
#uJAVA,18.244,0.056
#zSDSS,15.341,0.011
#HJD,DMAG,DMAGERR,FILTER
2458828.56171929,-0.189,0.163,J0395
2458828.57052781,0.077,0.171,J0395
2458828.57932475,0.213,0.157,J0395
2458842.50023638,-0.080,0.082,J0395
2458842.50905631,-0.047,0.078,J0395
2458842.51784152,0.126,0.083,J0395
2458844.55690969,-0.046,0.071,J0395
2458844.56571802,0.084,0.075,J0395
2458844.57451478,-0.022,0.112,J0395
2458846.55271733,-0.073,0.067,J0395
2458846.56152563,-0.044,0.074,J0395
2458846.57033394,0.105,0.067,J0395
2458851.47779186,0.000,0.080,J0395
2458851.48657695,-0.048,0.073,J0395
2458851.49537361,0.076,0.073,J0395
2458857.44955293,-0.093,0.161,J0395
2458857.46715767,-0.420,0.140,J0395
2458880.41215430,-0.290,0.127,J0395
2458880.42096211,0.038,0.152,J0395
2458880.42976992,0.043,0.120,J0395
2458880.44073050,0.067,0.083,J0395
2458880.44953831,-0.079,0.112,J0395
2458880.45835769,0.134,0.113,J0395
2458884.59421785,0.020,0.160,J0395
2458884.60301403,-0.099,0.160,J0395
2458884.61182177,-0.188,0.150,J0395
2458902.36299324,0.019,0.076,J0395
2458902.37184703,0.003,0.076,J0395
2458902.38072396,0.016,0.072,J0395
2458905.33243137,-0.088,0.095,J0395
2458905.35004628,0.144,0.148,J0395
2458922.37501364,-0.044,0.086,J0395
2458922.38380932,0.081,0.091,J0395
2458828.56272631,0.022,0.018,gSDSS
2458828.57153483,-0.019,0.026,gSDSS
2458828.58033177,0.012,0.025,gSDSS
2458842.50124338,-0.005,0.010,gSDSS
2458842.51006331,0.024,0.011,gSDSS
2458842.51884852,-0.016,0.012,gSDSS
2458844.55790511,-0.015,0.011,gSDSS
2458844.56671344,-0.001,0.010,gSDSS
2458844.57551020,0.002,0.011,gSDSS
2458846.56252105,0.001,0.012,gSDSS
2458846.57132936,0.004,0.010,gSDSS
2458851.47878727,-0.005,0.012,gSDSS
2458851.48758394,0.008,0.012,gSDSS
2458851.49638060,-0.003,0.010,gSDSS
2458856.43054925,0.000,0.049,gSDSS
2458856.44820031,-0.067,0.046,gSDSS
2458857.45055991,0.003,0.026,gSDSS
2458857.46816465,0.004,0.023,gSDSS
2458880.41314966,0.014,0.016,gSDSS
2458880.42195747,0.010,0.017,gSDSS
2458880.43077686,-0.009,0.015,gSDSS
2458880.44173743,-0.005,0.013,gSDSS
2458880.45054524,0.001,0.014,gSDSS
2458880.45936463,0.016,0.014,gSDSS
2458884.59522478,-0.023,0.021,gSDSS
2458884.60403253,-0.007,0.025,gSDSS
2458884.61282870,-0.002,0.021,gSDSS
2458902.36401171,0.019,0.010,gSDSS
2458902.37286550,0.011,0.010,gSDSS
2458902.38174244,-0.004,0.010,gSDSS
2458905.33344984,0.017,0.014,gSDSS
2458905.35107632,-0.048,0.018,gSDSS
2458922.37602051,-0.014,0.012,gSDSS
2458922.38481619,-0.014,0.012,gSDSS
2458922.39363502,0.007,0.015,gSDSS
2458828.56357128,0.037,0.032,J0515
2458828.57237980,-0.028,0.041,J0515
2458828.58118831,0.036,0.037,J0515
2458842.50208833,-0.002,0.021,J0515
2458842.51089669,0.029,0.023,J0515
2458842.51969347,0.017,0.023,J0515
2458844.55875006,0.035,0.022,J0515
2458844.56754682,0.012,0.023,J0515
2458844.57634358,-0.003,0.022,J0515
2458846.55458084,-0.008,0.022,J0515
2458846.56336600,-0.020,0.024,J0515
2458846.57216273,-0.019,0.020,J0515
2458851.47963221,-0.009,0.023,J0515
2458851.48841730,0.010,0.022,J0515
2458851.49721397,0.011,0.022,J0515
2458856.43139419,0.153,0.070,J0515
2458856.44903368,0.078,0.075,J0515
2458857.45140485,-0.018,0.035,J0515
2458857.46899801,-0.015,0.033,J0515
2458880.41399456,-0.021,0.032,J0515
2458880.42280238,0.011,0.038,J0515
2458880.43161019,-0.010,0.030,J0515
2458880.44258233,-0.014,0.026,J0515
2458880.45139015,-0.019,0.034,J0515
2458880.46019796,-0.017,0.029,J0515
2458884.59605810,-0.076,0.039,J0515
2458884.60488900,0.051,0.042,J0515
2458884.61367360,0.102,0.036,J0515
2458902.36484501,-0.021,0.022,J0515
2458902.37369880,0.060,0.023,J0515
2458902.38257573,-0.006,0.021,J0515
2458905.33428313,0.034,0.027,J0515
2458905.35190961,0.033,0.036,J0515
2458922.37685379,0.002,0.024,J0515
2458922.38568419,-0.042,0.033,J0515
2458922.39447987,0.032,0.028,J0515
2458828.56445097,-0.006,0.009,rSDSS
2458828.57324791,-0.006,0.009,rSDSS
2458828.58205643,-0.013,0.009,rSDSS
2458842.50295643,0.009,0.008,rSDSS
