#Parameters from JPLUS_DR1
#TILE_ID,26016
#NUMBER,811
#ALPHA_J2000,254.3550
#DELTA_J2000,22.7819
#J0378,15.501,0.004
#J0395,15.214,0.006
#J0410,14.936,0.005
#J0430,14.872,0.005
#J0515,14.666,0.004
#J0660,14.620,0.002
#J0861,14.631,0.004
#gSDSS,14.764,0.003
#iSDSS,14.554,0.002
#rSDSS,14.617,0.002
#uJAVA,16.209,0.006
#zSDSS,14.592,0.003
#HJD,DMAG,DMAGERR,FILTER
2458230.57515028,-0.691,0.023,J0395
2458230.58410900,-0.570,0.036,J0395
2458230.59306773,-0.670,0.031,J0395
2458244.55186543,-0.415,0.029,J0395
2458244.56083560,-0.413,0.032,J0395
2458244.56975947,-0.363,0.031,J0395
2458257.60262824,0.113,0.031,J0395
2458257.61159828,0.121,0.031,J0395
2458257.62054517,0.042,0.028,J0395
2458260.58459972,0.155,0.029,J0395
2458260.59355816,0.149,0.023,J0395
2458260.60250502,0.184,0.026,J0395
2458277.59675085,-0.690,0.052,J0395
2458277.60569754,-0.757,0.110,J0395
2458281.58455426,0.137,0.037,J0395
2458281.59348933,0.108,0.030,J0395
2458281.60242440,0.035,0.048,J0395
2458287.59394460,0.086,0.029,J0395
2458287.60287961,0.085,0.042,J0395
2458287.61181461,0.118,0.031,J0395
2458315.43765695,0.102,0.030,J0395
2458315.44664957,0.135,0.032,J0395
2458315.45557276,0.191,0.066,J0395
2458325.44984622,-0.048,0.038,J0395
2458325.45878091,-0.072,0.053,J0395
2458325.46776189,-0.058,0.050,J0395
2458366.33993975,-0.458,0.026,J0395
2458366.34886274,-0.399,0.030,J0395
2458366.35778574,-0.384,0.040,J0395
2458604.62102776,-0.033,0.027,J0395
2458604.62992853,0.015,0.031,J0395
2458604.63886403,-0.015,0.027,J0395
2458230.57629616,-0.508,0.005,gSDSS
2458230.58522016,-0.522,0.006,gSDSS
2458230.59417889,-0.502,0.006,gSDSS
2458244.55297657,-0.270,0.006,gSDSS
2458244.56194674,-0.246,0.006,gSDSS
2458244.57085904,-0.219,0.005,gSDSS
2458257.60373937,0.194,0.006,gSDSS
2458257.61272098,0.170,0.006,gSDSS
2458257.62164473,0.120,0.006,gSDSS
2458260.58571085,0.175,0.007,gSDSS
2458260.59466928,0.184,0.005,gSDSS
2458260.60363929,0.179,0.005,gSDSS
2458277.59787353,-0.527,0.016,gSDSS
2458277.60679706,-0.558,0.012,gSDSS
2458281.58566536,0.082,0.007,gSDSS
2458281.59460043,0.090,0.006,gSDSS
2458281.60353549,0.082,0.006,gSDSS
2458287.59506726,0.096,0.006,gSDSS
2458287.60399069,0.098,0.006,gSDSS
2458287.61292570,0.092,0.006,gSDSS
2458315.43877958,0.166,0.007,gSDSS
2458315.44776063,0.145,0.014,gSDSS
2458315.45670696,0.179,0.008,gSDSS
2458325.45094569,-0.032,0.008,gSDSS
2458325.45989196,-0.041,0.010,gSDSS
2458325.46887294,-0.016,0.010,gSDSS
2458366.34105079,-0.261,0.008,gSDSS
2458366.34997378,-0.240,0.006,gSDSS
2458366.35889677,-0.221,0.007,gSDSS
2458604.62212733,-0.014,0.006,gSDSS
2458604.63103968,-0.006,0.007,gSDSS
2458604.63997518,0.006,0.006,gSDSS
2458230.58603038,-0.469,0.012,J0515
2458230.59497753,-0.511,0.017,J0515
2458244.55376363,-0.264,0.011,J0515
2458244.56273380,-0.247,0.011,J0515
2458244.57165767,-0.229,0.011,J0515
2458257.60456114,0.155,0.012,J0515
2458257.61350803,0.117,0.012,J0515
2458257.62244335,0.093,0.012,J0515
2458260.58649789,0.155,0.012,J0515
2458260.59544475,0.164,0.013,J0515
2458260.60444948,0.170,0.012,J0515
2458277.59866056,-0.493,0.028,J0515
