#Parameters from JPLUS_DR1
#TILE_ID,26160
#NUMBER,18413
#ALPHA_J2000,240.1619
#DELTA_J2000,43.5959
#J0378,17.888,0.066
#J0395,17.713,0.059
#J0410,17.116,0.028
#J0430,16.926,0.023
#J0515,16.399,0.015
#J0660,16.003,0.011
#J0861,15.848,0.015
#gSDSS,16.559,0.011
#iSDSS,15.838,0.007
#rSDSS,16.055,0.007
#uJAVA,17.916,0.065
#zSDSS,15.866,0.013
#HJD,DMAG,DMAGERR,FILTER
2458494.69707953,0.246,0.106,J0395
2458494.70599197,-0.070,0.076,J0395
2458494.71490440,-0.078,0.098,J0395
2458497.64180727,0.156,0.083,J0395
2458497.65070814,0.172,0.073,J0395
2458497.65964373,-0.049,0.075,J0395
2458533.54396685,0.886,0.234,J0395
2458533.55054121,0.171,0.226,J0395
2458533.55710401,-0.544,0.166,J0395
2458533.56365523,0.169,0.200,J0395
2458533.57021802,-0.043,0.206,J0395
2458533.57683868,0.001,0.205,J0395
2458533.58681598,0.387,0.213,J0395
2458533.59336720,0.337,0.232,J0395
2458533.59992999,0.000,0.160,J0395
2458533.60651593,-0.276,0.139,J0395
2458533.61306715,0.302,0.137,J0395
2458533.61964152,0.018,0.181,J0395
2458533.62814884,0.131,0.141,J0395
2458533.63470006,0.118,0.157,J0395
2458533.64126285,0.003,0.107,J0395
2458533.64781407,0.307,0.143,J0395
2458533.65441159,0.319,0.178,J0395
2458533.66096281,-0.047,0.130,J0395
2458536.61700769,-0.240,0.138,J0395
2458536.62594327,-0.095,0.141,J0395
2458536.63487884,-0.096,0.141,J0395
2458563.56571502,0.290,0.130,J0395
2458563.57463890,0.054,0.110,J0395
2458563.58356279,-0.160,0.121,J0395
2458567.63776797,-0.058,0.058,J0395
2458567.64672655,0.081,0.075,J0395
2458567.65573144,0.019,0.074,J0395
2458600.61780846,-0.014,0.067,J0395
2458600.62676683,-0.119,0.112,J0395
2458600.63573677,-0.175,0.071,J0395
2458603.53599872,-0.006,0.079,J0395
2458603.54494549,-0.128,0.065,J0395
2458603.55395013,-0.177,0.076,J0395
2458604.43805982,-0.156,0.065,J0395
2458604.44698343,-0.131,0.063,J0395
2458604.45589548,-0.125,0.063,J0395
