#Parameters from JPLUS_DR1
#TILE_ID,33220
#NUMBER,7760
#ALPHA_J2000,156.7076
#DELTA_J2000,39.9872
#J0378,20.718,0.371
#J0395,20.359,0.272
#J0410,19.785,0.133
#J0430,19.885,0.143
#J0515,20.090,0.170
#J0660,19.620,0.109
#J0861,19.770,0.236
#gSDSS,19.999,0.081
#iSDSS,19.822,0.100
#rSDSS,19.985,0.080
#uJAVA,20.311,0.238
#zSDSS,19.681,0.167
#HJD,DMAG,DMAGERR,FILTER
2458214.44548978,0.061,0.282,J0395
2458553.60563106,0.004,0.256,J0395
2458609.47239871,-0.004,0.280,J0395
2458844.64327222,1.151,1.218,J0395
2458895.54633516,-0.130,0.245,J0395
2458895.59900852,0.314,0.451,J0395
2458895.60555942,-0.471,0.396,J0395
2458895.66658921,-0.582,0.385,J0395
2458211.44108682,0.470,0.275,gSDSS
2458211.44990568,0.277,0.175,gSDSS
2458211.45882870,0.021,0.190,gSDSS
2458214.43761995,0.342,0.108,gSDSS
2458214.44663553,0.196,0.115,gSDSS
2458214.45561639,0.293,0.139,gSDSS
2458538.51877908,-0.184,0.188,gSDSS
2458538.52770253,0.072,0.176,gSDSS
2458538.53661442,-0.071,0.155,gSDSS
2458552.51993195,0.195,0.126,gSDSS
2458552.52214252,-0.127,0.102,gSDSS
2458552.53113523,-0.016,0.108,gSDSS
2458552.54012795,0.000,0.089,gSDSS
2458553.59780729,-0.064,0.098,gSDSS
2458553.60673055,-0.011,0.103,gSDSS
2458553.61566539,-0.000,0.108,gSDSS
2458566.56726080,0.107,0.178,gSDSS
2458566.57620706,-0.182,0.216,gSDSS
2458566.58513018,-0.327,0.190,gSDSS
2458609.45566404,-0.074,0.113,gSDSS
2458609.46457531,-0.044,0.111,gSDSS
2458609.47350972,0.011,0.094,gSDSS
2458625.48843160,0.465,0.325,gSDSS
2458625.49735444,-0.000,0.246,gSDSS
2458214.43845323,0.460,0.190,J0515
2458214.44742252,-0.165,0.214,J0515
2458538.51957767,-0.214,0.276,J0515
2458538.53740144,0.128,0.341,J0515
2458552.52295267,0.364,0.228,J0515
2458552.53193381,-0.113,0.215,J0515
2458552.54091496,0.441,0.185,J0515
2458553.59859430,0.322,0.198,J0515
2458553.60752913,0.000,0.178,J0515
2458553.61645240,0.674,0.345,J0515
2458566.57699405,-0.515,0.303,J0515
2458609.45645101,-0.419,0.186,J0515
2458609.46537385,0.032,0.280,J0515
2458609.47430827,0.380,0.190,J0515
2458842.65236288,0.043,0.243,J0515
2458842.66115978,0.217,0.241,J0515
2458842.66997983,0.267,0.279,J0515
2458844.64511262,0.034,0.238,J0515
2458844.65392107,-0.083,0.226,J0515
2458844.66271795,-0.108,0.247,J0515
2458844.70302154,-0.324,0.303,J0515
2458844.71183000,-0.272,0.275,J0515
2458844.72068475,0.743,0.268,J0515
2458895.54829117,-0.102,0.217,J0515
2458895.55485364,-0.300,0.230,J0515
2458895.56142768,-0.157,0.245,J0515
2458895.56799015,0.183,0.333,J0515
2458895.57459892,-0.190,0.307,J0515
2458895.58121925,0.179,0.193,J0515
2458895.58781645,-0.043,0.306,J0515
2458895.59441364,-0.301,0.227,J0515
2458895.60097611,-0.649,0.263,J0515
2458895.60750385,0.097,0.273,J0515
2458895.61406632,-0.021,0.210,J0515
2458895.62064036,-0.212,0.191,J0515
2458895.62720283,0.009,0.227,J0515
2458895.63376530,0.014,0.229,J0515
2458895.64032777,0.084,0.188,J0515
2458895.65542029,-0.239,0.189,J0515
2458895.66199433,0.247,0.247,J0515
2458895.66854522,-0.056,0.241,J0515
2458895.68168173,-0.159,0.247,J0515
2458895.68825577,0.432,0.366,J0515
2458895.69480667,0.147,0.301,J0515
2458895.70138071,-0.387,0.301,J0515
2458895.70796632,0.333,0.206,J0515
2458895.71451722,-0.547,0.228,J0515
2458211.44273023,0.154,0.197,rSDSS
2458211.45160695,-0.008,0.168,rSDSS
2458211.46047211,-0.003,0.137,rSDSS
2458214.43934437,0.064,0.107,rSDSS
2458214.44832523,0.188,0.102,rSDSS
2458214.45730609,0.034,0.216,rSDSS
2458538.52046886,0.163,0.156,rSDSS
2458538.52936917,0.079,0.213,rSDSS
2458538.53829263,0.074,0.157,rSDSS
2458552.52384384,-0.056,0.107,rSDSS
2458552.53283656,0.025,0.106,rSDSS
2458552.54180613,-0.077,0.098,rSDSS
2458553.59949704,-0.020,0.086,rSDSS
2458553.60840873,-0.109,0.088,rSDSS
2458553.61734356,-0.060,0.105,rSDSS
2458566.56893895,-0.094,0.170,rSDSS
2458566.57788521,0.048,0.141,rSDSS
2458566.58680832,-0.156,0.148,rSDSS
2458609.45734213,-0.129,0.112,rSDSS
2458609.46626498,0.056,0.107,rSDSS
2458609.47522254,0.000,0.111,rSDSS
2458625.48117528,-0.236,0.190,rSDSS
2458625.49010969,0.018,0.170,rSDSS
2458625.49903254,-0.027,0.171,rSDSS
2458842.65324257,0.124,0.110,rSDSS
2458842.66203947,-0.098,0.109,rSDSS
2458842.67084794,-0.146,0.120,rSDSS
2458844.64599231,-0.119,0.114,rSDSS
2458844.65481233,-0.088,0.096,rSDSS
2458844.66359764,0.140,0.118,rSDSS
2458844.70390123,0.232,0.125,rSDSS
2458844.71272126,0.008,0.143,rSDSS
2458844.72157601,0.106,0.121,rSDSS
2458211.44416532,0.145,0.227,J0660
2458211.45301890,-0.088,0.212,J0660
2458211.46190720,0.374,0.205,J0660
2458214.44079103,0.151,0.131,J0660
2458214.44976032,-0.090,0.158,J0660
2458214.45875275,0.356,0.257,J0660
2458538.52190402,0.269,0.295,J0660
2458538.53081591,-0.214,0.255,J0660
2458552.52529055,-0.047,0.149,J0660
2458552.53429484,0.123,0.115,J0660
2458552.54326441,0.162,0.115,J0660
2458553.60094374,-0.073,0.107,J0660
2458553.60985543,0.036,0.114,J0660
2458553.61879027,0.263,0.148,J0660
2458566.57037405,0.083,0.239,J0660
2458566.57932031,0.075,0.171,J0660
2458566.58826658,-0.126,0.233,J0660
2458609.45878877,0.061,0.152,J0660
2458609.46771161,0.202,0.160,J0660
2458609.47665760,-0.060,0.142,J0660
2458625.48261034,0.201,0.318,J0660
2458625.49155633,-0.017,0.288,J0660
2458625.50050232,0.533,0.329,J0660
2458842.65461998,0.265,0.206,J0660
2458842.66342845,0.006,0.138,J0660
2458842.67222535,0.004,0.153,J0660
2458844.64738129,-0.026,0.176,J0660
2458844.65618974,0.230,0.145,J0660
2458844.66497504,-0.189,0.157,J0660
2458844.70527864,0.010,0.158,J0660
2458844.71411024,0.430,0.174,J0660
2458844.72297657,-0.099,0.190,J0660
2458895.55050181,0.220,0.120,J0660
2458895.55706428,-0.127,0.126,J0660
2458895.56362675,0.190,0.172,J0660
2458895.57018922,-0.004,0.179,J0660
2458895.57680955,0.102,0.183,J0660
2458895.58344147,0.156,0.156,J0660
2458895.59003866,-0.014,0.130,J0660
2458895.59661270,0.023,0.117,J0660
2458895.60317517,-0.085,0.149,J0660
2458895.60971449,-0.136,0.125,J0660
2458895.61628853,-0.014,0.162,J0660
2458895.62283943,-0.136,0.148,J0660
2458895.62941347,-0.019,0.137,J0660
2458895.63596436,-0.196,0.144,J0660
2458895.64253840,-0.269,0.163,J0660
2458895.65763092,-0.368,0.153,J0660
2458895.66419339,-0.160,0.168,J0660
2458895.67076743,-0.418,0.148,J0660
2458895.67731833,-0.136,0.151,J0660
2458895.68390394,0.029,0.174,J0660
2458895.69046641,-0.057,0.145,J0660
2458895.69701730,0.088,0.152,J0660
2458895.70361449,-0.308,0.158,J0660
2458895.71016539,-0.087,0.182,J0660
2458211.44556569,0.515,0.213,iSDSS
2458211.45444241,0.181,0.166,iSDSS
2458211.46331914,0.004,0.212,iSDSS
2458214.44221454,0.161,0.134,iSDSS
2458214.45118383,-0.207,0.158,iSDSS
2458214.46017626,0.057,0.264,iSDSS
2458538.52331604,-0.004,0.190,iSDSS
2458538.53221634,0.150,0.195,iSDSS
2458538.54113980,-0.051,0.219,iSDSS
2458552.52671410,0.103,0.130,iSDSS
2458552.53570682,-0.104,0.109,iSDSS
2458552.54467639,0.035,0.128,iSDSS
2458553.60235572,0.022,0.099,iSDSS
2458553.61127899,0.049,0.102,iSDSS
2458553.62019067,0.065,0.123,iSDSS
2458566.57178601,-0.247,0.153,iSDSS
2458566.58073227,-0.230,0.143,iSDSS
2458566.58967854,-0.044,0.148,iSDSS
2458609.46018911,-0.086,0.105,iSDSS
2458609.46911195,0.189,0.129,iSDSS
2458609.47806952,-0.049,0.144,iSDSS
2458625.48402225,-0.178,0.174,iSDSS
2458625.49296824,-0.024,0.204,iSDSS
2458625.50190266,-0.066,0.235,iSDSS
2458211.44700078,-0.038,0.159,J0861
2458211.45588908,-0.137,0.173,J0861
2458211.46476580,-0.167,0.173,J0861
2458214.44364963,0.334,0.208,J0861
2458214.45263049,0.404,0.238,J0861
2458214.46161135,-0.459,0.268,J0861
2458538.52475120,-0.142,0.278,J0861
2458538.53365150,0.178,0.231,J0861
2458538.54257496,-0.289,0.233,J0861
2458552.52814923,-0.288,0.166,J0861
2458552.53715352,0.074,0.195,J0861
2458552.54611152,0.000,0.175,J0861
2458553.60379085,0.019,0.135,J0861
2458553.61271412,-0.288,0.159,J0861
2458566.57323269,0.084,0.232,J0861
2458566.58216738,0.155,0.198,J0861
2458566.59112521,-0.280,0.206,J0861
2458609.46162417,0.139,0.176,J0861
2458609.47055859,0.082,0.205,J0861
2458609.47950458,-0.300,0.203,J0861
2458625.48545731,-0.115,0.273,J0861
2458625.49440330,0.095,0.268,J0861
2458625.50333772,0.035,0.245,J0861
