#Parameters from JPLUS_DR1
#TILE_ID,26124
#NUMBER,13716
#ALPHA_J2000,105.5662
#DELTA_J2000,39.8995
#J0378,19.026,0.068
#J0395,18.885,0.059
#J0410,18.335,0.037
#J0430,18.207,0.033
#J0515,17.637,0.022
#J0660,17.260,0.017
#J0861,17.130,0.014
#gSDSS,17.763,0.010
#iSDSS,17.060,0.015
#rSDSS,17.248,0.008
#uJAVA,18.991,0.061
#zSDSS,17.090,0.011
#HJD,DMAG,DMAGERR,FILTER
2458212.38199772,-0.129,0.038,J0515
2458758.66123160,0.242,0.072,J0515
2458758.67001716,-0.109,0.058,J0515
2458758.67880271,-0.076,0.051,J0515
2458828.47455537,-0.341,0.181,J0515
2458828.48335201,-0.175,0.145,J0515
2458828.49214864,-0.133,0.160,J0515
2458828.53514799,0.197,0.097,J0515
2458828.54395620,0.367,0.108,J0515
2458828.55279914,-0.043,0.097,J0515
2458844.47456668,0.082,0.047,J0515
2458844.48336309,0.066,0.047,J0515
2458844.49215950,0.173,0.046,J0515
2458846.46978588,-0.135,0.038,J0515
2458846.47859383,-0.042,0.038,J0515
2458846.48741336,-0.026,0.037,J0515
2458851.42152556,0.000,0.049,J0515
2458851.43036817,-0.056,0.052,J0515
2458851.43916447,0.042,0.079,J0515
2458895.30182475,-0.080,0.102,J0515
2458895.30838682,-0.056,0.089,J0515
2458895.31493731,0.090,0.218,J0515
2458895.32151096,-0.070,0.042,J0515
2458895.32806145,-0.064,0.143,J0515
2458895.34119716,-0.193,0.224,J0515
2458895.34777080,-0.591,0.179,J0515
2458895.36087179,0.029,0.147,J0515
2458895.36742228,0.166,0.092,J0515
2458895.37399593,-0.042,0.050,J0515
2458895.38056957,0.198,0.047,J0515
2458895.38712006,0.130,0.044,J0515
2458895.39367056,0.062,0.040,J0515
2458895.40304494,0.147,0.044,J0515
2458895.40963015,0.112,0.043,J0515
2458895.41621537,0.129,0.042,J0515
2458895.42277743,0.112,0.042,J0515
2458209.36104607,0.107,0.019,rSDSS
2458209.36985310,0.069,0.019,rSDSS
2458209.37872958,0.108,0.020,rSDSS
2458212.36522848,-0.069,0.013,rSDSS
2458212.37404709,-0.104,0.017,rSDSS
2458212.38288884,-0.035,0.012,rSDSS
2458758.66211131,0.017,0.018,rSDSS
2458758.67089687,-0.017,0.015,rSDSS
2458758.67968242,-0.077,0.015,rSDSS
2458828.47543503,-0.140,0.057,rSDSS
2458828.48423167,-0.077,0.038,rSDSS
2458828.49302831,-0.112,0.060,rSDSS
2458828.53602765,0.196,0.033,rSDSS
2458828.54483587,0.183,0.030,rSDSS
2458828.55367880,0.125,0.026,rSDSS
2458844.47544632,0.088,0.015,rSDSS
2458844.48425431,0.109,0.014,rSDSS
2458844.49303914,0.124,0.014,rSDSS
2458846.47067709,-0.105,0.012,rSDSS
2458846.47947347,-0.092,0.012,rSDSS
2458846.48829300,-0.043,0.012,rSDSS
2458851.42241677,-0.034,0.015,rSDSS
2458851.43124780,0.026,0.017,rSDSS
2458851.44004410,0.077,0.023,rSDSS
2458209.36246955,0.063,0.030,J0660
2458209.37128815,0.068,0.030,J0660
2458209.38015305,0.097,0.032,J0660
2458212.36665196,-0.170,0.022,J0660
2458212.37548214,-0.130,0.050,J0660
2458212.38431232,-0.098,0.021,J0660
2458758.66348876,0.027,0.026,J0660
2458758.67227431,-0.075,0.023,J0660
2458758.68107144,-0.112,0.027,J0660
2458828.47681240,-0.230,0.141,J0660
2458828.48560904,-0.020,0.059,J0660
2458828.49440567,-0.132,0.099,J0660
2458828.53741660,0.162,0.061,J0660
2458828.54621323,0.057,0.065,J0660
2458828.55506774,0.103,0.047,J0660
2458844.47682365,0.074,0.025,J0660
2458844.48563164,0.112,0.024,J0660
2458844.49441647,0.041,0.022,J0660
2458846.47205442,-0.105,0.021,J0660
2458846.48086237,-0.086,0.020,J0660
2458846.48967033,-0.041,0.020,J0660
2458851.42379408,-0.031,0.025,J0660
2458851.43262511,-0.038,0.030,J0660
2458851.44140985,0.085,0.038,J0660
2458862.44694592,-0.003,0.045,J0660
2458862.45574206,-0.022,0.033,J0660
2458862.46453821,0.070,0.037,J0660
2458863.45452025,-0.046,0.031,J0660
2458863.46331638,0.003,0.031,J0660
2458863.47213566,0.023,0.034,J0660
2458895.30402368,-0.090,0.034,J0660
2458895.31059732,-0.014,0.086,J0660
2458895.31715939,0.051,0.049,J0660
2458895.32370988,-0.104,0.031,J0660
2458895.33028353,-0.078,0.108,J0660
2458895.34341924,-0.336,0.147,J0660
2458895.34998130,-0.082,0.165,J0660
2458895.35653180,0.133,0.236,J0660
2458895.36307072,0.040,0.055,J0660
2458895.36965593,-0.103,0.035,J0660
2458895.38276850,0.079,0.022,J0660
2458895.38933056,0.098,0.022,J0660
2458895.39588106,0.123,0.022,J0660
2458895.40524387,0.091,0.021,J0660
2458895.41187537,0.099,0.021,J0660
2458895.41842587,0.094,0.021,J0660
2458209.36386988,0.073,0.019,iSDSS
2458209.37268848,0.092,0.019,iSDSS
2458209.38157653,0.112,0.020,iSDSS
2458212.36806386,-0.094,0.016,iSDSS
2458212.37688247,-0.110,0.031,iSDSS
2458212.38571265,0.000,0.021,iSDSS
2458758.66490093,0.004,0.025,iSDSS
2458758.67368649,-0.043,0.020,iSDSS
2458758.68247204,-0.078,0.019,iSDSS
2458828.47822449,-0.335,0.158,iSDSS
2458828.48702113,-0.075,0.058,iSDSS
2458828.49581777,-0.101,0.038,iSDSS
2458828.53882869,0.117,0.038,iSDSS
2458828.54761375,0.123,0.036,iSDSS
2458828.55646826,0.123,0.031,iSDSS
2458209.36529335,0.076,0.021,J0861
2458209.37411196,0.063,0.021,J0861
2458209.38301158,0.127,0.021,J0861
2458212.36948733,-0.089,0.029,J0861
2458212.37831751,0.143,0.098,J0861
2458212.38714770,-0.031,0.019,J0861
2458758.66638255,0.000,0.028,J0861
2458758.67516811,-0.070,0.028,J0861
2458758.68396524,-0.084,0.026,J0861
2458828.47971760,-0.134,0.053,J0861
2458828.48850267,-0.052,0.067,J0861
2458828.49729930,-0.010,0.042,J0861
2458828.54032180,0.072,0.045,J0861
2458828.54910686,0.104,0.034,J0861
2458828.55796137,0.103,0.034,J0861
