#Parameters from JPLUS_DR1
#TILE_ID,26160
#NUMBER,9356
#ALPHA_J2000,238.7755
#DELTA_J2000,42.9006
#J0378,17.210,0.044
#J0395,16.913,0.035
#J0410,16.206,0.016
#J0430,16.026,0.013
#J0515,15.291,0.008
#J0660,14.423,0.004
#J0861,14.060,0.004
#gSDSS,15.390,0.005
#iSDSS,14.193,0.002
#rSDSS,14.563,0.003
#uJAVA,17.223,0.042
#zSDSS,14.028,0.004
#HJD,DMAG,DMAGERR,FILTER
2458494.69710798,-0.062,0.050,J0395
2458494.70602043,-0.012,0.050,J0395
2458494.71493288,-0.054,0.051,J0395
2458497.64184128,1.415,0.194,J0395
2458497.65074217,0.365,0.075,J0395
2458497.65967778,0.214,0.087,J0395
2458533.55063161,-0.037,0.117,J0395
2458533.55719441,-0.202,0.119,J0395
2458533.56374564,-0.078,0.090,J0395
2458533.57030844,0.030,0.158,J0395
2458533.57692911,0.056,0.131,J0395
2458533.58690642,-0.132,0.107,J0395
2458533.59345764,0.137,0.104,J0395
2458533.60002044,0.213,0.100,J0395
2458533.60660639,0.204,0.088,J0395
2458533.61315762,0.138,0.085,J0395
2458533.61973199,0.146,0.085,J0395
2458533.62823933,0.001,0.084,J0395
2458533.63479055,-0.128,0.079,J0395
2458533.64135335,0.068,0.082,J0395
2458533.64790458,0.064,0.090,J0395
2458533.65450210,0.002,0.093,J0395
2458533.66105333,0.131,0.074,J0395
2458536.61710152,-0.104,0.089,J0395
2458536.62603710,0.179,0.111,J0395
2458536.63497269,-0.044,0.092,J0395
2458563.56582661,0.060,0.083,J0395
2458563.57475049,-0.010,0.067,J0395
2458563.58367438,-0.127,0.074,J0395
2458567.63788019,-0.049,0.039,J0395
2458567.64683877,0.005,0.039,J0395
2458567.65584366,-0.046,0.041,J0395
2458600.61790579,0.071,0.050,J0395
2458600.62686414,-0.112,0.060,J0395
2458600.63583408,0.033,0.054,J0395
2458603.53609312,-0.028,0.034,J0395
2458603.54503988,-0.021,0.039,J0395
2458603.55404451,0.098,0.037,J0395
2458604.43815327,0.017,0.038,J0395
2458604.44707688,-0.012,0.037,J0395
2458604.45598891,-0.046,0.039,J0395
2458619.38134361,0.114,0.067,J0395
2458619.39026711,0.139,0.076,J0395
2458619.39923690,-0.027,0.065,J0395
2458622.56833706,-0.099,0.067,J0395
2458622.57732998,-0.080,0.072,J0395
2458622.58631133,0.073,0.065,J0395
2458626.53126970,-0.009,0.072,J0395
2458626.54022787,-0.032,0.066,J0395
2458626.54920919,-0.001,0.055,J0395
2458494.69823072,-0.005,0.006,gSDSS
2458494.70713159,-0.004,0.008,gSDSS
2458494.71604405,0.000,0.006,gSDSS
2458497.64294087,0.727,0.010,gSDSS
2458497.65185333,0.474,0.009,gSDSS
2458497.66078894,0.281,0.008,gSDSS
2458536.61820110,0.013,0.016,gSDSS
2458536.62713669,0.074,0.011,gSDSS
2458536.63607227,0.035,0.011,gSDSS
2458563.56693775,0.005,0.010,gSDSS
2458563.57586164,-0.018,0.012,gSDSS
2458563.58478553,-0.022,0.014,gSDSS
2458567.63899133,-0.034,0.009,gSDSS
2458567.64797306,-0.019,0.008,gSDSS
2458567.65698952,-0.031,0.009,gSDSS
2458600.61901690,0.026,0.007,gSDSS
2458600.62797526,0.025,0.007,gSDSS
2458600.63694519,0.038,0.006,gSDSS
2458603.53720423,0.030,0.007,gSDSS
2458603.54618571,0.086,0.008,gSDSS
2458603.55516720,0.223,0.006,gSDSS
2458604.43925281,-0.017,0.009,gSDSS
2458604.44818799,-0.012,0.007,gSDSS
2458604.45710002,-0.017,0.007,gSDSS
2458619.38245470,0.045,0.009,gSDSS
2458619.39136663,0.043,0.009,gSDSS
2458619.40033643,0.042,0.009,gSDSS
2458622.56945973,-0.003,0.012,gSDSS
2458622.57845265,-0.009,0.009,gSDSS
2458622.58742243,-0.019,0.010,gSDSS
2458626.53238079,-0.005,0.013,gSDSS
2458626.54135053,-0.009,0.011,gSDSS
2458626.55032028,-0.006,0.016,gSDSS
2458494.69901779,-0.040,0.013,J0515
2458494.70791867,-0.026,0.015,J0515
2458494.71683112,-0.015,0.014,J0515
2458497.64373952,0.705,0.022,J0515
2458497.65266356,0.444,0.017,J0515
2458497.66158759,0.279,0.016,J0515
2458533.54602492,-0.072,0.036,J0515
2458533.55259929,-0.055,0.033,J0515
2458533.55916209,0.042,0.030,J0515
2458533.56571332,0.002,0.030,J0515
2458533.57232242,-0.027,0.030,J0515
2458533.57888522,0.032,0.051,J0515
2458533.58887410,-0.010,0.026,J0515
2458533.59542533,-0.008,0.025,J0515
2458533.60198813,0.066,0.025,J0515
2458533.60856250,0.000,0.021,J0515
2458533.61512530,0.012,0.022,J0515
2458533.62169968,-0.002,0.022,J0515
2458533.63020701,-0.005,0.022,J0515
2458533.63675824,0.000,0.022,J0515
2458533.64332104,0.021,0.022,J0515
2458533.64990699,0.057,0.023,J0515
2458533.65645821,0.009,0.022,J0515
2458533.66302101,0.052,0.023,J0515
2458536.61899975,0.012,0.025,J0515
2458536.62793534,-0.007,0.022,J0515
2458536.63685935,0.023,0.027,J0515
