#Parameters from JPLUS_DR1
#TILE_ID,26124
#NUMBER,10274
#ALPHA_J2000,105.9912
#DELTA_J2000,39.7869
#J0378,17.960,0.032
#J0395,17.833,0.028
#J0410,17.082,0.016
#J0430,16.962,0.014
#J0515,16.136,0.008
#J0660,15.539,0.006
#J0861,15.274,0.004
#gSDSS,16.357,0.004
#iSDSS,15.369,0.005
#rSDSS,15.642,0.003
#uJAVA,18.264,0.038
#zSDSS,15.252,0.003
#HJD,DMAG,DMAGERR,FILTER
2458828.49130352,-0.090,0.028,gSDSS
2458828.53430289,-0.044,0.017,gSDSS
2458828.54309953,-0.007,0.020,gSDSS
2458828.55195405,0.006,0.018,gSDSS
2458209.36020051,0.034,0.023,J0515
2458209.36901912,0.010,0.023,J0515
2458209.37788402,0.006,0.028,J0515
2458212.36440599,0.016,0.018,J0515
2458212.37321303,0.022,0.019,J0515
2458212.38203163,0.022,0.018,J0515
2458758.66119753,0.010,0.022,J0515
2458758.66998308,-0.019,0.021,J0515
2458758.67876864,-0.020,0.022,J0515
2458828.47454360,-0.016,0.076,J0515
2458828.48334024,0.084,0.051,J0515
2458828.49213689,0.007,0.051,J0515
2458828.53513626,-0.008,0.036,J0515
2458828.54394448,-0.013,0.041,J0515
2458828.55278741,0.049,0.034,J0515
2458844.47456419,-0.004,0.019,J0515
2458844.48336061,-0.016,0.018,J0515
2458844.49215702,0.013,0.018,J0515
2458846.46978458,0.021,0.019,J0515
2458846.47859254,-0.004,0.018,J0515
2458846.48741207,-0.032,0.017,J0515
2458851.42152721,-0.007,0.021,J0515
2458851.43036982,0.047,0.024,J0515
2458851.43916613,-0.043,0.029,J0515
2458895.30184950,0.032,0.039,J0515
2458895.30841157,-0.000,0.038,J0515
2458895.31496207,-0.019,0.066,J0515
2458895.32153571,-0.008,0.019,J0515
2458895.32808621,0.033,0.058,J0515
2458895.33467143,-0.344,0.148,J0515
2458895.34122193,0.054,0.138,J0515
2458895.34779557,-0.086,0.080,J0515
2458895.35434607,0.490,0.268,J0515
2458895.36744706,0.000,0.029,J0515
2458895.37402071,-0.010,0.021,J0515
2458895.38059435,0.013,0.018,J0515
2458895.38714485,-0.025,0.018,J0515
2458895.39369534,0.008,0.018,J0515
2458895.40306973,-0.005,0.018,J0515
2458895.40965495,-0.013,0.017,J0515
2458895.41624016,0.048,0.018,J0515
2458895.42280223,-0.035,0.018,J0515
2458209.36108006,0.009,0.006,rSDSS
2458209.36988709,0.009,0.006,rSDSS
2458209.37876356,0.002,0.006,rSDSS
2458212.36526239,0.001,0.005,rSDSS
2458212.37408100,0.010,0.006,rSDSS
2458212.38292275,-0.002,0.005,rSDSS
2458758.66207724,-0.003,0.007,rSDSS
2458758.67086279,-0.004,0.006,rSDSS
2458758.67964835,-0.001,0.006,rSDSS
2458828.47542327,-0.039,0.017,rSDSS
2458828.48421991,-0.001,0.012,rSDSS
2458828.49301655,-0.032,0.024,rSDSS
2458828.53601592,0.007,0.010,rSDSS
2458828.54482414,0.018,0.009,rSDSS
2458828.55366708,-0.005,0.009,rSDSS
2458844.47544383,0.003,0.006,rSDSS
2458844.48425182,-0.012,0.006,rSDSS
2458844.49303666,0.010,0.005,rSDSS
2458846.47067579,0.006,0.007,rSDSS
2458846.47947217,0.006,0.007,rSDSS
2458846.48829171,-0.004,0.006,rSDSS
2458851.42241841,-0.004,0.007,rSDSS
2458851.43124945,0.007,0.008,rSDSS
2458851.44004576,-0.003,0.009,rSDSS
2458209.36250353,-0.003,0.010,J0660
2458209.37132214,0.015,0.010,J0660
2458209.38018704,0.000,0.011,J0660
2458212.36668587,-0.031,0.009,J0660
2458212.37551605,-0.022,0.017,J0660
2458212.38434623,0.030,0.009,J0660
2458758.66345469,-0.008,0.012,J0660
2458758.67224024,-0.000,0.010,J0660
2458758.68103737,0.017,0.010,J0660
2458828.47680064,-0.008,0.043,J0660
2458828.48559728,-0.024,0.018,J0660
2458828.49439392,-0.034,0.031,J0660
2458828.53740487,-0.009,0.018,J0660
2458828.54620151,0.021,0.016,J0660
2458828.55505602,-0.012,0.015,J0660
2458844.47682117,0.000,0.010,J0660
2458844.48562916,-0.003,0.009,J0660
2458844.49441400,0.011,0.009,J0660
2458846.47205312,-0.012,0.011,J0660
2458846.48086108,-0.022,0.011,J0660
2458846.48966904,-0.004,0.010,J0660
2458851.42379573,0.008,0.012,J0660
2458851.43262676,0.004,0.014,J0660
2458851.44141150,-0.035,0.015,J0660
2458862.44695405,0.024,0.015,J0660
2458862.45575019,0.004,0.012,J0660
2458862.46454634,-0.013,0.013,J0660
2458863.45452896,0.019,0.012,J0660
2458863.46332509,0.006,0.011,J0660
2458863.47214437,0.008,0.011,J0660
2458895.30404843,0.008,0.012,J0660
2458895.31062208,0.005,0.031,J0660
2458895.31718415,0.013,0.018,J0660
2458895.32373464,0.020,0.012,J0660
2458895.33030829,-0.030,0.036,J0660
2458895.33687036,-0.544,0.189,J0660
2458895.34344400,0.007,0.051,J0660
2458895.35000607,-0.004,0.046,J0660
2458895.35655657,0.026,0.070,J0660
2458895.36309549,0.017,0.020,J0660
2458895.36968071,0.008,0.013,J0660
2458895.38279328,0.006,0.009,J0660
2458895.38935535,0.010,0.009,J0660
2458895.39590585,-0.002,0.009,J0660
2458895.40526866,-0.010,0.009,J0660
2458895.41190017,-0.015,0.009,J0660
2458895.41845067,-0.014,0.010,J0660
2458209.36390386,-0.003,0.006,iSDSS
2458209.37272247,0.010,0.006,iSDSS
2458209.38161052,0.002,0.006,iSDSS
2458212.36809777,-0.006,0.006,iSDSS
2458212.37691638,-0.012,0.009,iSDSS
2458212.38574656,0.000,0.007,iSDSS
2458758.66486686,-0.015,0.008,iSDSS
2458758.67365241,-0.006,0.007,iSDSS
2458758.68243796,0.001,0.007,iSDSS
2458828.47821273,-0.006,0.039,iSDSS
2458828.48700937,0.000,0.019,iSDSS
2458828.49580601,0.005,0.012,iSDSS
2458828.53881696,0.003,0.011,iSDSS
2458828.54760203,-0.013,0.010,iSDSS
2458828.55645654,0.005,0.009,iSDSS
2458209.36532734,-0.005,0.006,J0861
2458209.37414595,-0.015,0.006,J0861
2458209.38304557,0.003,0.006,J0861
2458212.36952125,0.001,0.008,J0861
2458212.37835143,0.031,0.023,J0861
2458212.38718161,-0.005,0.006,J0861
2458758.66634848,-0.018,0.009,J0861
2458758.67513403,0.003,0.009,J0861
2458758.68393116,0.009,0.008,J0861
2458828.47970584,-0.016,0.018,J0861
2458828.48849091,0.056,0.019,J0861
2458828.49728755,-0.003,0.012,J0861
2458828.54031007,0.000,0.011,J0861
2458828.54909514,-0.004,0.010,J0861
2458828.55794965,0.001,0.010,J0861
