#Parameters from JPLUS_DR1
#TILE_ID,26208
#NUMBER,5493
#ALPHA_J2000,211.7033
#DELTA_J2000,52.4339
#J0378,18.285,0.103
#J0395,17.957,0.076
#J0410,17.651,0.046
#J0430,17.535,0.040
#J0515,17.271,0.031
#J0660,17.134,0.022
#J0861,17.052,0.046
#gSDSS,17.393,0.020
#iSDSS,17.054,0.021
#rSDSS,17.130,0.015
#uJAVA,18.750,0.160
#zSDSS,17.048,0.040
#HJD,DMAG,DMAGERR,FILTER
2458141.65094796,0.549,0.130,J0395
2458141.65972148,0.869,0.228,J0395
2458141.66848343,0.395,0.298,J0395
2458205.55622742,-0.131,0.335,J0395
2458205.57392404,0.131,0.233,J0395
2458240.46747647,-0.758,0.144,J0395
2458240.47639977,-0.756,0.200,J0395
2458240.48536936,-0.699,0.173,J0395
2457902.60861783,-0.739,0.203,gSDSS
2457910.57540586,0.077,0.237,gSDSS
2457910.57612342,0.137,0.174,gSDSS
2457910.57684098,0.058,0.153,gSDSS
2457919.51986439,-0.179,0.109,gSDSS
2457919.52055880,-0.182,0.104,gSDSS
2457919.52126478,-0.206,0.117,gSDSS
2457921.61393649,0.308,0.130,gSDSS
2457921.61464247,0.214,0.116,gSDSS
2457921.61534845,0.385,0.130,gSDSS
2457922.40603750,-0.229,0.111,gSDSS
2457922.40674348,-0.228,0.104,gSDSS
2457922.40748418,-0.242,0.093,gSDSS
2457927.42092194,0.321,0.116,gSDSS
2457927.42162792,0.300,0.077,gSDSS
2457927.42233390,0.327,0.243,gSDSS
2457929.38770899,-0.144,0.104,gSDSS
2457929.38844970,-0.213,0.113,gSDSS
2457943.39915734,0.000,0.086,gSDSS
2457943.39987490,-0.039,0.073,gSDSS
2457943.40058088,0.014,0.132,gSDSS
2458141.65203597,0.314,0.092,gSDSS
2458141.66080949,0.290,0.094,gSDSS
2458141.66955987,0.262,0.120,gSDSS
2458205.55731537,0.140,0.121,gSDSS
2458205.56618105,-0.066,0.158,gSDSS
2458205.57501200,-0.150,0.108,gSDSS
2458240.46858754,-0.627,0.122,gSDSS
2458240.48648043,-0.599,0.094,gSDSS
2457919.52213280,-0.125,0.068,J0515
2457919.52293137,-0.114,0.064,J0515
2457919.52370679,-0.063,0.069,J0515
2457921.61700346,0.429,0.110,J0515
2457922.40993776,-0.231,0.072,J0515
2457927.42320191,0.474,0.176,J0515
2457927.42478748,0.289,0.191,J0515
2457929.39081069,0.096,0.353,J0515
2457943.40144890,0.166,0.117,J0515
2457943.40225904,-0.042,0.127,J0515
2457943.40303447,0.033,0.097,J0515
2458141.65279989,0.431,0.079,J0515
2458205.55809083,0.104,0.108,J0515
2458205.57578745,-0.033,0.099,J0515
2458240.46937455,-0.593,0.071,J0515
2458240.48726744,-0.501,0.074,J0515
2457902.61206674,-0.146,0.087,rSDSS
2457902.61286531,-0.313,0.075,rSDSS
2457902.61365231,-0.300,0.070,rSDSS
2457910.58026673,0.082,0.155,rSDSS
2457910.58106530,0.242,0.175,rSDSS
2457910.58186388,0.171,0.153,rSDSS
2457919.52467896,-0.168,0.071,rSDSS
2457919.52547753,-0.172,0.060,rSDSS
2457919.52626453,-0.177,0.065,rSDSS
2457921.61876263,0.232,0.067,rSDSS
