#Parameters from JPLUS_DR1
#TILE_ID,26211
#NUMBER,11405
#ALPHA_J2000,214.0192
#DELTA_J2000,52.4638
#J0378,17.570,0.020
#J0395,17.352,0.017
#J0410,17.039,0.010
#J0430,16.958,0.010
#J0515,16.700,0.008
#J0660,16.534,0.007
#J0861,16.451,0.011
#gSDSS,16.818,0.004
#iSDSS,16.456,0.005
#rSDSS,16.547,0.003
#uJAVA,18.110,0.030
#zSDSS,16.513,0.009
#HJD,DMAG,DMAGERR,FILTER
2457943.42589288,0.083,0.095,J0395
2457943.42723541,0.080,0.125,J0395
2457943.42857794,0.071,0.143,J0395
2458150.60181550,0.000,0.159,J0395
2458150.61057740,0.065,0.125,J0395
2458150.61932773,-0.232,0.153,J0395
2458205.59885872,0.051,0.133,J0395
2458205.60770127,0.142,0.079,J0395
2458205.61653223,0.190,0.098,J0395
2458235.63671142,-0.258,0.092,J0395
2458235.64562320,-0.178,0.083,J0395
2458235.65454655,-0.074,0.079,J0395
2458270.48029239,-0.683,0.075,J0395
2458270.48920401,-0.577,0.083,J0395
2458844.72760824,0.192,0.085,J0395
2458844.73641656,-0.113,0.097,J0395
2458844.74520173,-0.281,0.070,J0395
2457904.51360072,-0.218,0.010,gSDSS
2457904.51431828,-0.245,0.013,gSDSS
2457904.51503584,-0.245,0.010,gSDSS
2457922.43390687,0.193,0.013,gSDSS
2457922.43461285,0.164,0.016,gSDSS
2457922.43531883,0.164,0.017,gSDSS
2457923.40014393,-0.043,0.016,gSDSS
2457923.40087306,-0.046,0.015,gSDSS
2457923.40159062,-0.034,0.013,gSDSS
2457924.51592220,-0.164,0.018,gSDSS
2457924.51662818,-0.144,0.016,gSDSS
2457924.51733416,-0.144,0.018,gSDSS
2457927.52570414,0.066,0.017,gSDSS
2457927.52641013,0.066,0.017,gSDSS
2457927.52711611,0.052,0.017,gSDSS
2457929.41131715,0.165,0.022,gSDSS
2457929.41203471,0.237,0.033,gSDSS
2457943.42975844,0.170,0.035,gSDSS
2457943.43047600,0.202,0.040,gSDSS
2457943.43118199,0.191,0.031,gSDSS
2458150.60288035,-0.000,0.049,gSDSS
2458150.61165383,-0.084,0.043,gSDSS
2458150.62041574,0.069,0.044,gSDSS
2458205.59994668,0.209,0.019,gSDSS
2458205.60881237,0.263,0.020,gSDSS
2458205.61762019,0.315,0.019,gSDSS
2458235.63781093,-0.051,0.024,gSDSS
2458235.64673428,-0.002,0.020,gSDSS
2458235.65565763,0.000,0.021,gSDSS
2458270.48140345,-0.401,0.020,gSDSS
2458270.49031507,-0.387,0.017,gSDSS
2457904.51589228,-0.332,0.023,J0515
2457904.51671400,-0.338,0.027,J0515
2457904.51751258,-0.391,0.027,J0515
2457922.43618685,0.127,0.034,J0515
2457922.43697384,0.091,0.039,J0515
2457922.43777242,0.055,0.032,J0515
2457923.40245863,-0.066,0.036,J0515
2457923.40324563,-0.116,0.035,J0515
2457923.40403263,-0.088,0.032,J0515
2457924.51820218,-0.124,0.042,J0515
2457924.51898917,-0.170,0.037,J0515
2457924.51977617,-0.285,0.032,J0515
2457927.52797255,0.004,0.035,J0515
2457927.52875955,-0.004,0.036,J0515
2457927.52954655,0.057,0.039,J0515
2457929.41362028,0.122,0.078,J0515
2457929.41524057,0.435,0.263,J0515
2457943.43205000,0.217,0.055,J0515
2457943.43284857,0.057,0.053,J0515
2457943.43364715,0.167,0.054,J0515
2458150.60364427,0.061,0.096,J0515
2458150.61242932,-0.185,0.070,J0515
2458150.62117966,0.044,0.062,J0515
2458205.60072214,0.138,0.040,J0515
2458205.60958783,0.217,0.037,J0515
