#Parameters from JPLUS_DR1
#TILE_ID,26016
#NUMBER,6332
#ALPHA_J2000,254.7406
#DELTA_J2000,22.9783
#J0378,16.571,0.008
#J0395,16.227,0.011
#J0410,15.486,0.007
#J0430,15.177,0.006
#J0515,14.260,0.003
#J0660,13.350,0.001
#J0861,12.934,0.001
#gSDSS,14.433,0.002
#iSDSS,13.084,0.001
#rSDSS,13.505,0.001
#uJAVA,16.808,0.008
#zSDSS,12.902,0.001
#HJD,DMAG,DMAGERR,FILTER
2458230.57511619,0.043,0.039,J0395
2458230.58407492,-0.093,0.052,J0395
2458230.59303364,-0.029,0.048,J0395
2458244.55183565,0.119,0.041,J0395
2458244.56080582,0.095,0.041,J0395
2458244.56972970,0.158,0.032,J0395
2458257.60260400,-0.054,0.037,J0395
2458257.61157405,-0.038,0.045,J0395
2458257.62052094,-0.019,0.037,J0395
2458260.58457693,-0.036,0.042,J0395
2458260.59353536,-0.005,0.037,J0395
2458260.60248223,-0.016,0.038,J0395
2458277.59673727,0.294,0.082,J0395
2458277.60568395,0.144,0.156,J0395
2458281.58454303,-0.048,0.034,J0395
2458281.59347810,0.208,0.039,J0395
2458281.60241317,0.068,0.060,J0395
2458287.59393700,-0.018,0.040,J0395
2458287.60287201,-0.014,0.038,J0395
2458287.61180702,-0.016,0.036,J0395
2458315.43766659,-0.024,0.042,J0395
2458315.44665922,0.038,0.032,J0395
2458315.45558241,0.006,0.088,J0395
2458325.44986174,-0.110,0.047,J0395
2458325.45879643,0.005,0.044,J0395
2458325.46777742,-0.066,0.047,J0395
2458366.33997317,0.032,0.044,J0395
2458366.34889616,0.104,0.044,J0395
2458366.35781915,0.067,0.071,J0395
2458604.62099617,0.030,0.040,J0395
2458604.62989694,-0.031,0.042,J0395
2458604.63883244,0.037,0.039,J0395
2458230.57626208,0.007,0.005,gSDSS
2458230.58518608,0.004,0.005,gSDSS
2458230.59414480,0.009,0.005,gSDSS
2458244.55294679,0.106,0.005,gSDSS
2458244.56191697,0.120,0.005,gSDSS
2458244.57082927,0.105,0.004,gSDSS
2458257.60371513,-0.010,0.005,gSDSS
2458257.61269675,-0.023,0.004,gSDSS
2458257.62162050,-0.017,0.004,gSDSS
2458260.58568805,-0.018,0.004,gSDSS
2458260.59464649,-0.018,0.004,gSDSS
2458260.60361650,-0.019,0.004,gSDSS
2458277.59785994,0.134,0.014,gSDSS
2458277.60678348,0.051,0.015,gSDSS
2458281.58565412,-0.014,0.004,gSDSS
2458281.59458920,-0.016,0.004,gSDSS
2458281.60352427,-0.013,0.004,gSDSS
2458287.59505966,-0.022,0.004,gSDSS
2458287.60398310,-0.016,0.004,gSDSS
2458287.61291811,-0.016,0.004,gSDSS
2458315.43878922,0.005,0.004,gSDSS
2458315.44777028,-0.004,0.007,gSDSS
2458315.45671661,0.006,0.012,gSDSS
2458325.45096122,-0.056,0.006,gSDSS
2458325.45990748,-0.044,0.005,gSDSS
2458325.46888847,-0.049,0.006,gSDSS
2458366.34108420,0.093,0.006,gSDSS
2458366.35000719,0.082,0.004,gSDSS
2458366.35893019,0.089,0.007,gSDSS
2458604.62209574,0.024,0.004,gSDSS
2458604.63100810,0.027,0.005,gSDSS
2458604.63994359,0.029,0.004,gSDSS
2458230.58599630,0.019,0.011,J0515
2458230.59494345,-0.000,0.011,J0515
2458244.55373385,0.125,0.009,J0515
2458244.56270403,0.127,0.009,J0515
2458244.57162790,0.118,0.010,J0515
2458257.60453690,0.013,0.009,J0515
2458257.61348380,-0.012,0.009,J0515
2458257.62241912,-0.009,0.009,J0515
2458260.58647510,-0.008,0.009,J0515
2458260.59542196,-0.009,0.008,J0515
2458260.60442670,-0.007,0.008,J0515
2458277.59864697,0.051,0.023,J0515
2458277.60757051,0.116,0.026,J0515
2458281.58645272,-0.006,0.008,J0515
2458281.59537622,-0.023,0.010,J0515
2458281.60431129,-0.002,0.008,J0515
2458287.59584668,-0.012,0.009,J0515
2458287.60475854,0.000,0.009,J0515
2458287.61370513,-0.019,0.011,J0515
2458315.44856885,0.092,0.040,J0515
2458315.45751519,-0.033,0.028,J0515
2458325.45175978,-0.043,0.011,J0515
2458325.46071762,-0.028,0.011,J0515
2458325.46967546,-0.035,0.010,J0515
2458366.34187118,0.116,0.015,J0515
2458366.35080575,0.113,0.010,J0515
2458366.35972874,0.102,0.011,J0515
2458604.62288281,0.038,0.010,J0515
2458604.63180673,0.040,0.010,J0515
2458604.64073066,0.062,0.009,J0515
2458230.57794039,0.006,0.003,rSDSS
2458230.58689912,-0.000,0.006,rSDSS
2458230.59583469,0.007,0.006,rSDSS
2458244.56358368,0.097,0.003,rSDSS
2458260.58736631,-0.014,0.003,rSDSS
2458260.59635947,-0.016,0.004,rSDSS
2458260.60531791,-0.017,0.005,rSDSS
2458277.59954974,0.068,0.006,rSDSS
2458277.60846171,0.063,0.017,rSDSS
2458281.58734392,0.000,0.005,rSDSS
2458281.59627899,0.000,0.004,rSDSS
2458281.60520249,0.003,0.005,rSDSS
2458287.59673787,-0.011,0.006,rSDSS
2458287.60564973,-0.015,0.005,rSDSS
2458287.61459632,-0.001,0.004,rSDSS
2458315.44047896,-0.001,0.004,rSDSS
2458315.44946001,0.003,0.004,rSDSS
2458315.45840635,-0.004,0.004,rSDSS
2458325.47057819,-0.042,0.006,rSDSS
2458366.34276232,0.084,0.006,rSDSS
2458230.57939879,0.003,0.005,J0660
2458230.58833436,0.000,0.005,J0660
2458230.59726994,0.003,0.005,J0660
2458244.55609503,0.095,0.004,J0660
2458244.56503048,0.088,0.004,J0660
2458244.57397751,0.090,0.004,J0660
2458257.60686333,-0.020,0.004,J0660
2458257.61582180,-0.017,0.004,J0660
2458257.62475712,-0.014,0.004,J0660
2458260.58881309,-0.018,0.005,J0660
2458260.59779467,-0.022,0.004,J0660
2458260.60676469,-0.016,0.004,J0660
2458277.59204981,0.029,0.172,J0660
2458277.60099649,0.065,0.005,J0660
2458277.60990846,0.052,0.007,J0660
2458281.58877908,-0.002,0.004,J0660
2458281.59771415,0.001,0.004,J0660
2458281.60663765,0.008,0.005,J0660
2458287.59818460,-0.009,0.004,J0660
2458287.60710804,-0.021,0.004,J0660
2458287.61604305,-0.019,0.004,J0660
2458315.44194879,-0.002,0.005,J0660
2458315.45090670,-0.004,0.004,J0660
2458315.45985304,-0.017,0.007,J0660
2458325.45410919,-0.053,0.004,J0660
2458325.46306703,-0.044,0.005,J0660
2458325.47202487,-0.048,0.004,J0660
2458366.34420898,0.081,0.005,J0660
2458366.35313198,0.080,0.004,J0660
2458366.36205497,0.078,0.004,J0660
2458604.62522085,0.017,0.005,J0660
2458604.63413320,0.030,0.004,J0660
2458604.64305713,0.032,0.004,J0660
2458230.58079931,0.000,0.004,iSDSS
2458230.58973489,-0.007,0.005,iSDSS
2458230.59869361,0.005,0.004,iSDSS
2458244.55750711,0.085,0.004,iSDSS
2458244.56644256,0.075,0.004,iSDSS
2458260.59024829,-0.020,0.004,iSDSS
2458260.59920673,-0.020,0.004,iSDSS
2458260.60817674,-0.014,0.004,iSDSS
2458277.59345026,0.078,0.022,iSDSS
2458277.61130891,0.055,0.004,iSDSS
2458281.59019110,-0.002,0.004,iSDSS
2458281.59912617,0.002,0.004,iSDSS
2458281.60804967,-0.002,0.004,iSDSS
2458287.59958503,-0.013,0.005,iSDSS
2458287.60852005,-0.021,0.005,iSDSS
2458287.61745506,-0.019,0.005,iSDSS
2458315.44336076,-0.026,0.005,iSDSS
2458315.45230710,0.073,0.009,iSDSS
2458315.46125344,0.002,0.004,iSDSS
2458325.46446742,-0.042,0.004,iSDSS
2458325.47343683,-0.040,0.005,iSDSS
2458366.34560935,0.077,0.005,iSDSS
2458366.35453234,0.109,0.012,iSDSS
2458366.36345534,0.071,0.005,iSDSS
2458604.63554529,0.009,0.003,iSDSS
2458230.58223456,0.000,0.003,J0861
2458230.59118171,-0.004,0.004,J0861
2458230.60012886,0.000,0.003,J0861
2458260.59168349,-0.012,0.003,J0861
2458260.60064193,-0.011,0.003,J0861
2458260.60960037,-0.013,0.003,J0861
2458277.59489700,0.057,0.013,J0861
2458277.60384369,0.069,0.009,J0861
2458281.59162627,0.004,0.003,J0861
2458281.60056134,0.007,0.005,J0861
2458281.60947326,0.010,0.004,J0861
2458287.60102019,-0.004,0.004,J0861
2458287.60996678,-0.015,0.004,J0861
2458287.61887864,-0.017,0.004,J0861
2458315.45374222,-0.006,0.008,J0861
2458315.46268855,0.015,0.006,J0861
2458325.46593724,-0.025,0.003,J0861
2458366.34705601,0.084,0.007,J0861
2458366.35596743,0.098,0.014,J0861
