#Parameters from JPLUS_DR1
#TILE_ID,26124
#NUMBER,12650
#ALPHA_J2000,105.9967
#DELTA_J2000,39.8624
#J0378,17.427,0.021
#J0395,17.337,0.019
#J0410,16.716,0.012
#J0430,16.611,0.011
#J0515,16.071,0.008
#J0660,15.662,0.006
#J0861,15.508,0.004
#gSDSS,16.204,0.004
#iSDSS,15.543,0.005
#rSDSS,15.700,0.003
#uJAVA,17.622,0.023
#zSDSS,15.506,0.003
#HJD,DMAG,DMAGERR,FILTER
2458209.35833674,-0.026,0.067,J0395
2458209.36715534,0.001,0.061,J0395
2458209.37599710,0.032,0.070,J0395
2458212.37134937,-0.121,0.078,J0395
2458212.38017955,-0.159,0.059,J0395
2458758.65935769,-0.242,0.058,J0395
2458758.66815482,-0.125,0.049,J0395
2458758.67692880,-0.284,0.061,J0395
2458828.47270143,-0.035,0.108,J0395
2458828.48149807,0.046,0.176,J0395
2458828.49029471,0.030,0.106,J0395
2458828.53329409,0.160,0.095,J0395
2458828.54209073,0.115,0.111,J0395
2458828.55995022,0.026,0.103,J0395
2458844.47272177,0.074,0.046,J0395
2458844.48151819,0.023,0.047,J0395
2458844.49032618,0.049,0.049,J0395
2458846.46794214,-0.032,0.045,J0395
2458846.47675010,-0.010,0.045,J0395
2458846.48556963,-0.048,0.042,J0395
2458851.41968474,-0.076,0.054,J0395
2458851.42850420,0.000,0.062,J0395
2458851.43732366,0.004,0.063,J0395
2458895.30645377,-0.034,0.098,J0395
2458895.31300427,0.068,0.169,J0395
2458895.31957792,-0.265,0.055,J0395
2458895.32612841,0.012,0.077,J0395
2458895.33270206,-0.321,0.161,J0395
2458895.34583777,0.087,0.207,J0395
2458895.35239984,0.232,0.158,J0395
2458895.36548926,0.090,0.073,J0395
2458895.37206291,-0.002,0.066,J0395
2458895.37862498,-0.108,0.056,J0395
2458895.38518705,0.022,0.049,J0395
2458895.39173755,-0.024,0.043,J0395
2458895.40110036,-0.036,0.044,J0395
2458895.40769715,-0.021,0.043,J0395
2458895.41429394,0.004,0.044,J0395
2458895.42084444,0.008,0.044,J0395
2458209.35942460,-0.001,0.011,gSDSS
2458209.36824320,-0.007,0.012,gSDSS
2458209.37710810,-0.010,0.014,gSDSS
2458212.36363019,0.000,0.009,gSDSS
2458212.38126741,0.023,0.009,gSDSS
2458758.66035316,-0.000,0.010,gSDSS
2458758.66915029,-0.003,0.010,gSDSS
2458758.67793584,-0.007,0.009,gSDSS
2458828.47370842,0.090,0.035,gSDSS
2458828.48250506,0.018,0.027,gSDSS
2458828.49130170,0.041,0.024,gSDSS
2458828.53430107,0.007,0.015,gSDSS
2458828.54309771,-0.009,0.019,gSDSS
2458828.55195223,0.027,0.016,gSDSS
2458209.36019999,0.020,0.022,J0515
2458209.36901859,0.014,0.022,J0515
2458209.37788349,-0.004,0.025,J0515
2458212.36440558,0.007,0.017,J0515
2458212.37321262,0.008,0.018,J0515
2458212.38203122,0.025,0.018,J0515
2458758.66119815,0.000,0.021,J0515
2458758.66998370,0.040,0.021,J0515
2458758.67876926,-0.017,0.021,J0515
2458828.47454178,0.062,0.070,J0515
2458828.48333842,-0.021,0.055,J0515
2458828.49213507,0.015,0.046,J0515
2458828.53513444,-0.064,0.031,J0515
2458828.54394265,-0.007,0.040,J0515
2458828.55278559,0.007,0.030,J0515
2458844.47456208,0.010,0.019,J0515
2458844.48335849,0.009,0.018,J0515
2458844.49215491,0.006,0.017,J0515
2458846.46978244,0.023,0.019,J0515
2458846.47859040,-0.030,0.018,J0515
2458846.48740993,-0.005,0.017,J0515
2458851.42152502,-0.042,0.020,J0515
2458851.43036763,-0.015,0.022,J0515
2458851.43916394,-0.052,0.027,J0515
2458895.30184759,-0.014,0.035,J0515
2458895.30840966,0.118,0.038,J0515
2458895.31496016,-0.032,0.065,J0515
2458895.32153381,0.009,0.019,J0515
2458895.32808430,0.018,0.053,J0515
2458895.33466952,-0.000,0.170,J0515
2458895.34122002,-0.290,0.108,J0515
2458895.34779366,-0.170,0.084,J0515
2458895.35434416,0.178,0.157,J0515
2458895.36089466,-0.083,0.048,J0515
2458895.36744516,-0.067,0.026,J0515
2458895.37401880,-0.034,0.020,J0515
2458895.38059244,0.044,0.018,J0515
2458895.38714294,0.022,0.017,J0515
2458895.39369344,0.022,0.017,J0515
2458895.40306782,0.012,0.017,J0515
2458895.40965304,-0.028,0.017,J0515
2458895.41623826,-0.022,0.017,J0515
2458895.42280033,-0.009,0.018,J0515
2458209.36107953,0.000,0.006,rSDSS
2458209.36988657,0.000,0.006,rSDSS
2458209.37876304,-0.017,0.006,rSDSS
2458212.36526198,0.002,0.006,rSDSS
2458212.37408059,0.001,0.007,rSDSS
2458212.38292234,0.000,0.005,rSDSS
2458758.66207786,-0.014,0.006,rSDSS
2458758.67086341,-0.004,0.006,rSDSS
2458758.67964897,0.002,0.006,rSDSS
2458828.47542145,0.019,0.018,rSDSS
2458828.48421809,0.004,0.013,rSDSS
2458828.49301473,-0.070,0.023,rSDSS
2458828.53601410,-0.003,0.010,rSDSS
2458828.54482232,-0.003,0.009,rSDSS
2458828.55366526,-0.006,0.008,rSDSS
2458844.47544172,-0.003,0.006,rSDSS
2458844.48424971,-0.000,0.006,rSDSS
2458844.49303455,-0.012,0.006,rSDSS
2458846.47067365,0.004,0.006,rSDSS
2458846.47947003,-0.000,0.006,rSDSS
2458846.48828957,0.010,0.005,rSDSS
2458851.42241622,0.013,0.007,rSDSS
2458851.43124726,0.017,0.007,rSDSS
2458851.44004357,-0.005,0.008,rSDSS
2458209.36250301,0.011,0.011,J0660
2458209.37132162,0.011,0.010,J0660
2458209.38018652,-0.001,0.011,J0660
2458212.36668546,-0.001,0.009,J0660
2458212.37551564,0.005,0.018,J0660
2458212.38434582,0.018,0.009,J0660
2458758.66345531,0.000,0.011,J0660
2458758.67224086,-0.006,0.010,J0660
2458758.68103799,-0.006,0.011,J0660
2458828.47679881,-0.083,0.046,J0660
2458828.48559546,-0.011,0.020,J0660
2458828.49439210,-0.006,0.031,J0660
2458828.53740304,0.021,0.018,J0660
2458828.54619968,0.020,0.017,J0660
2458828.55505420,0.008,0.015,J0660
2458844.47681905,-0.002,0.010,J0660
2458844.48562704,0.007,0.010,J0660
2458844.49441188,-0.009,0.009,J0660
2458846.47205098,-0.000,0.010,J0660
2458846.48085894,0.002,0.010,J0660
2458846.48966690,-0.015,0.010,J0660
2458851.42379354,0.011,0.011,J0660
2458851.43262457,0.009,0.013,J0660
2458851.44140931,-0.010,0.014,J0660
2458862.44695180,0.013,0.016,J0660
2458862.45574795,-0.005,0.012,J0660
2458862.46454410,0.028,0.013,J0660
2458863.45452671,-0.005,0.012,J0660
2458863.46332285,0.008,0.012,J0660
2458863.47214213,-0.015,0.012,J0660
2458895.30404652,-0.008,0.013,J0660
2458895.31062017,0.045,0.033,J0660
2458895.31718224,0.010,0.019,J0660
2458895.32373274,-0.004,0.013,J0660
2458895.33030638,-0.003,0.038,J0660
2458895.34344210,0.090,0.052,J0660
2458895.35000417,0.136,0.053,J0660
2458895.35655466,-0.041,0.073,J0660
2458895.36309359,0.052,0.022,J0660
2458895.36967881,-0.007,0.014,J0660
2458895.38279137,0.018,0.009,J0660
2458895.38935344,0.002,0.009,J0660
2458895.39590394,-0.000,0.009,J0660
2458895.40526675,0.021,0.009,J0660
2458895.41189826,-0.020,0.009,J0660
2458895.41844876,-0.010,0.009,J0660
2458209.36390334,0.000,0.007,iSDSS
2458209.37272195,0.013,0.007,iSDSS
2458209.38160999,0.005,0.007,iSDSS
2458212.36809736,-0.000,0.007,iSDSS
2458212.37691597,0.002,0.010,iSDSS
2458212.38574615,-0.003,0.008,iSDSS
2458758.66486748,-0.008,0.009,iSDSS
2458758.67365303,-0.004,0.008,iSDSS
2458758.68243858,-0.014,0.008,iSDSS
2458828.47821091,0.046,0.046,iSDSS
2458828.48700755,-0.006,0.022,iSDSS
2458828.49580419,0.004,0.013,iSDSS
2458828.53881514,-0.005,0.013,iSDSS
2458828.54760020,0.003,0.012,iSDSS
2458828.55645472,0.022,0.010,iSDSS
2458209.36532681,-0.010,0.007,J0861
2458209.37414542,0.005,0.007,J0861
2458209.38304504,-0.002,0.007,J0861
2458212.36952084,-0.013,0.010,J0861
2458212.37835102,-0.003,0.030,J0861
2458212.38718120,0.006,0.007,J0861
2458758.66634910,0.004,0.010,J0861
2458758.67513465,-0.001,0.010,J0861
2458758.68393178,0.011,0.010,J0861
2458828.47970402,0.011,0.022,J0861
2458828.48848909,0.007,0.025,J0861
2458828.49728573,0.012,0.014,J0861
2458828.54030825,-0.014,0.013,J0861
2458828.54909332,-0.009,0.011,J0861
2458828.55794783,0.000,0.012,J0861
