#Parameters from JPLUS_DR1
#TILE_ID,26211
#NUMBER,33074
#ALPHA_J2000,215.0995
#DELTA_J2000,53.2681
#J0378,20.731,0.246
#J0395,20.594,0.227
#J0410,20.338,0.132
#J0430,20.467,0.153
#J0515,20.383,0.140
#J0660,20.148,0.111
#J0861,19.674,0.153
#gSDSS,20.310,0.056
#iSDSS,19.776,0.071
#rSDSS,20.170,0.058
#uJAVA,20.851,0.260
#zSDSS,19.662,0.119
#HJD,DMAG,DMAGERR,FILTER
2457904.51356536,-0.342,0.099,gSDSS
2457904.51428292,0.117,0.148,gSDSS
2457904.51500048,0.102,0.110,gSDSS
2457922.43389803,0.112,0.135,gSDSS
2457922.43460402,-0.267,0.111,gSDSS
2457922.43531000,-0.117,0.120,gSDSS
2457923.40013657,-0.070,0.138,gSDSS
2457923.40086570,0.021,0.157,gSDSS
2457923.40158326,-0.203,0.123,gSDSS
2457924.51591654,-0.177,0.165,gSDSS
2457924.51662253,0.000,0.179,gSDSS
2457924.51732851,-0.313,0.179,gSDSS
2457927.52570310,0.260,0.177,gSDSS
2457927.52640909,-0.015,0.203,gSDSS
2457927.52711507,0.047,0.130,gSDSS
2457929.41131900,-0.172,0.161,gSDSS
2457929.41203656,0.155,0.240,gSDSS
2458205.59985661,0.006,0.246,gSDSS
2458205.61753013,-0.040,0.227,gSDSS
2458235.64665907,0.095,0.271,gSDSS
2458235.65558243,0.208,0.270,gSDSS
2458270.48136909,-0.360,0.219,gSDSS
2458270.49028073,0.150,0.282,gSDSS
2457904.51585692,0.277,0.271,J0515
2457904.51667865,-0.135,0.237,J0515
2457904.51747722,0.156,0.286,J0515
2457922.43776359,-0.021,0.260,J0515
2457923.40245128,0.021,0.271,J0515
2458844.74703787,-0.043,0.300,J0515
2457904.51844940,-0.368,0.117,rSDSS
2457904.51924798,0.154,0.144,rSDSS
2457904.52004655,0.172,0.109,rSDSS
2457922.43874734,-0.065,0.149,rSDSS
2457922.43954591,0.207,0.154,rSDSS
2457922.44035606,0.037,0.133,rSDSS
2457923.40500903,0.368,0.142,rSDSS
2457923.40578445,-0.396,0.116,rSDSS
2457923.40657145,-0.042,0.134,rSDSS
2457924.52076585,-0.284,0.163,rSDSS
2457924.52155285,-0.438,0.165,rSDSS
2457924.52235142,0.281,0.157,rSDSS
2457927.53051769,0.000,0.182,rSDSS
2457927.53129311,0.350,0.172,rSDSS
2457927.53208011,0.209,0.177,rSDSS
2457943.43622799,0.165,0.258,rSDSS
2458205.61037739,0.518,0.189,rSDSS
2458205.61917364,-0.262,0.178,rSDSS
2458235.64833726,-0.090,0.206,rSDSS
2458235.65726062,0.407,0.287,rSDSS
2458270.48304726,0.374,0.161,rSDSS
2458270.49195889,-0.138,0.209,rSDSS
2458844.73033566,-0.066,0.136,rSDSS
2458844.73913239,-0.089,0.170,rSDSS
2458844.74791754,-0.097,0.127,rSDSS
2457904.52156269,0.000,0.163,J0660
2457904.52346075,0.533,0.270,J0660
2457904.52539353,0.028,0.163,J0660
2457922.44187219,-0.249,0.196,J0660
2457922.44375867,-0.063,0.194,J0660
2457922.44564515,0.296,0.192,J0660
2457923.40808758,-0.269,0.188,J0660
2457923.40999721,0.022,0.210,J0660
2457923.41191842,0.603,0.293,J0660
2457927.53548273,0.050,0.250,J0660
2457927.53736921,-0.045,0.223,J0660
2458205.61180099,-0.340,0.220,J0660
2458844.73171304,-0.365,0.196,J0660
2458844.74052135,0.023,0.277,J0660
2458844.74929493,-0.126,0.205,J0660
2457904.52689810,-0.327,0.159,iSDSS
2457904.52763880,0.170,0.175,iSDSS
2457904.52836794,0.050,0.187,iSDSS
2457922.44713814,-0.362,0.156,iSDSS
2457922.44785570,0.249,0.203,iSDSS
2457922.44859640,-0.061,0.179,iSDSS
2457923.41341140,-0.299,0.166,iSDSS
2457923.41414053,-0.048,0.203,iSDSS
2457923.41485809,-0.577,0.158,iSDSS
2457924.52915665,-0.241,0.244,iSDSS
2457924.52987421,0.560,0.307,iSDSS
2457927.53886220,0.323,0.218,iSDSS
2457927.53959133,-0.149,0.180,iSDSS
2457927.54032046,0.501,0.178,iSDSS
2457943.44305638,-0.274,0.194,iSDSS
2457943.44378552,0.000,0.224,iSDSS
2458205.61320145,0.033,0.207,iSDSS
2458205.62202084,0.212,0.205,iSDSS
2458235.64227262,0.014,0.261,iSDSS
2457922.45011253,-0.122,0.163,J0861
2457922.45229993,-0.036,0.193,J0861
2457922.45451047,0.036,0.210,J0861
2457923.41636265,0.232,0.163,J0861
2457923.41856162,0.050,0.193,J0861
2457923.42074901,-0.308,0.146,J0861
2457924.53649426,-0.130,0.216,J0861
2457927.54182502,-0.049,0.219,J0861
2457927.54404713,-0.176,0.207,J0861
2457927.54623453,-0.279,0.166,J0861
2457943.44603079,0.499,0.177,J0861
2457943.44820661,0.390,0.269,J0861
2458205.61463662,0.326,0.214,J0861
2458205.62344444,0.409,0.271,J0861
2458235.66155448,-0.039,0.212,J0861
2458270.48732947,0.227,0.225,J0861
