#Parameters from JPLUS_DR1
#TILE_ID,26015
#NUMBER,19454
#ALPHA_J2000,255.9206
#DELTA_J2000,23.7129
#J0378,15.451,0.005
#J0395,15.033,0.007
#J0410,15.040,0.008
#J0430,15.020,0.007
#J0515,14.710,0.006
#J0660,14.452,0.002
#J0861,14.502,0.005
#gSDSS,14.589,0.004
#iSDSS,14.520,0.003
#rSDSS,14.533,0.003
#uJAVA,16.164,0.006
#zSDSS,14.392,0.003
#HJD,DMAG,DMAGERR,FILTER
2458230.60215881,0.387,0.023,J0395
2458230.61109439,0.397,0.025,J0395
2458230.62007627,0.326,0.023,J0395
2458366.36891359,-0.114,0.020,J0395
2458366.37784817,-0.075,0.019,J0395
2458366.38680589,-0.102,0.024,J0395
2458377.35992929,-0.227,0.018,J0395
2458377.36884073,0.001,0.078,J0395
2458377.37777532,-0.395,0.122,J0395
2458554.68389510,0.009,0.016,J0395
2458554.69281932,0.009,0.017,J0395
2458554.70175512,0.047,0.017,J0395
2458614.56684673,0.001,0.019,J0395
2458614.57584002,-0.068,0.018,J0395
2458614.58476386,-0.121,0.018,J0395
2458626.56287375,0.272,0.021,J0395
2458626.57179747,0.298,0.019,J0395
2458626.58075592,0.303,0.021,J0395
2458638.54771939,-0.252,0.023,J0395
2458638.55668929,-0.301,0.023,J0395
2458638.56561289,-0.310,0.018,J0395
2458644.54377826,0.351,0.022,J0395
2458644.55272495,0.371,0.021,J0395
2458644.56167163,0.358,0.019,J0395
2458657.48416764,0.087,0.021,J0395
2458657.49297531,-0.001,0.021,J0395
2458657.50179456,-0.104,0.020,J0395
2458659.43787135,-0.261,0.017,J0395
2458659.44669058,-0.195,0.016,J0395
2458659.45552138,-0.227,0.022,J0395
2458666.56517998,0.303,0.024,J0395
2458666.57398757,0.343,0.023,J0395
2458666.58280673,0.406,0.023,J0395
2458667.40370592,-0.271,0.019,J0395
2458667.41251350,-0.270,0.016,J0395
2458667.42133265,-0.237,0.017,J0395
2458230.60326997,0.300,0.004,gSDSS
2458230.61220555,0.300,0.006,gSDSS
2458230.62118743,0.289,0.006,gSDSS
2458366.37003620,-0.070,0.005,gSDSS
2458366.37895920,-0.054,0.005,gSDSS
2458366.38791693,-0.026,0.006,gSDSS
2458377.36102875,-0.169,0.004,gSDSS
2458377.36995177,-0.155,0.059,gSDSS
2458377.37887478,-0.106,0.050,gSDSS
2458554.68501787,0.016,0.004,gSDSS
2458554.69393051,0.022,0.004,gSDSS
2458554.70286631,0.033,0.004,gSDSS
2458614.56796945,0.034,0.004,gSDSS
2458614.57693959,-0.016,0.004,gSDSS
2458614.58587500,-0.056,0.004,gSDSS
2458626.56398488,0.203,0.005,gSDSS
2458626.57290860,0.206,0.005,gSDSS
2458626.58185547,0.214,0.005,gSDSS
2458638.54884208,-0.212,0.004,gSDSS
2458638.55780040,-0.218,0.004,gSDSS
2458638.56672400,-0.221,0.004,gSDSS
2458644.54488936,0.303,0.005,gSDSS
2458644.55383605,0.302,0.005,gSDSS
2458644.56277116,0.291,0.005,gSDSS
2458657.48517457,0.090,0.005,gSDSS
2458657.49398224,0.026,0.005,gSDSS
2458657.50280148,-0.020,0.005,gSDSS
2458659.43887827,-0.154,0.005,gSDSS
2458659.44769750,-0.152,0.004,gSDSS
2458659.45651672,-0.139,0.004,gSDSS
2458666.56618689,0.277,0.005,gSDSS
2458666.57499448,0.281,0.005,gSDSS
2458666.58380207,0.301,0.005,gSDSS
2458667.40471283,-0.177,0.004,gSDSS
2458667.41352041,-0.166,0.004,gSDSS
2458667.42233956,-0.147,0.004,gSDSS
2458230.60405704,0.327,0.013,J0515
2458230.61303892,0.314,0.015,J0515
2458230.62198608,0.276,0.013,J0515
2458366.37082318,-0.058,0.012,J0515
2458366.37974619,-0.046,0.011,J0515
2458366.38870391,-0.032,0.012,J0515
2458377.36181573,-0.125,0.010,J0515
2458377.37075032,-0.137,0.017,J0515
2458377.37967334,-0.185,0.037,J0515
2458554.68580496,0.012,0.010,J0515
2458554.69472918,0.010,0.010,J0515
2458554.70365340,0.047,0.009,J0515
2458614.56875650,0.035,0.010,J0515
2458614.57773822,-0.014,0.010,J0515
2458614.58666206,-0.039,0.010,J0515
2458626.56477192,0.190,0.012,J0515
2458626.57368407,0.209,0.011,J0515
2458626.58265409,0.196,0.011,J0515
2458638.54962911,-0.189,0.010,J0515
2458638.55858743,-0.187,0.010,J0515
2458638.56751103,-0.193,0.009,J0515
2458644.54567639,0.294,0.012,J0515
2458644.55463465,0.301,0.011,J0515
2458644.56355819,0.287,0.012,J0515
2458657.48601945,0.109,0.012,J0515
2458657.49481555,0.049,0.010,J0515
2458657.50364637,-0.010,0.012,J0515
2458659.43972316,-0.155,0.011,J0515
2458659.44853081,-0.122,0.009,J0515
2458659.45735004,-0.099,0.012,J0515
2458666.56704335,0.260,0.011,J0515
2458666.57582779,0.273,0.011,J0515
2458666.58464695,0.289,0.011,J0515
2458667.40554613,-0.159,0.010,J0515
2458667.41436529,-0.138,0.010,J0515
2458667.42317287,-0.120,0.010,J0515
2458230.60497144,0.238,0.004,rSDSS
2458230.61394174,0.229,0.005,rSDSS
2458230.62287732,0.241,0.005,rSDSS
2458366.37171433,-0.050,0.004,rSDSS
2458366.38063733,-0.035,0.004,rSDSS
2458366.38958348,-0.027,0.004,rSDSS
2458377.36271845,-0.112,0.006,rSDSS
2458377.37164147,-0.092,0.019,rSDSS
2458377.38056448,0.047,0.063,rSDSS
2458554.68669622,-0.004,0.003,rSDSS
2458554.69562044,-0.001,0.003,rSDSS
2458554.70454466,0.006,0.004,rSDSS
2458614.56964773,0.034,0.004,rSDSS
2458614.57861787,0.000,0.004,rSDSS
2458614.58756486,-0.024,0.004,rSDSS
2458626.56566314,0.129,0.004,rSDSS
2458626.57457528,0.133,0.004,rSDSS
2458626.58353373,0.143,0.004,rSDSS
2458638.55054346,-0.125,0.004,rSDSS
2458638.55947864,-0.134,0.004,rSDSS
2458638.56840223,-0.129,0.004,rSDSS
2458644.54657916,0.242,0.004,rSDSS
2458644.55552585,0.238,0.004,rSDSS
2458644.56444939,0.232,0.004,rSDSS
2458657.48688749,0.077,0.004,rSDSS
2458657.49571831,0.032,0.004,rSDSS
2458657.50452598,-0.000,0.004,rSDSS
2458659.44059119,-0.103,0.004,rSDSS
2458659.44943357,-0.092,0.004,rSDSS
2458659.45824122,-0.081,0.011,rSDSS
2458666.56792295,0.209,0.003,rSDSS
2458666.57673053,0.205,0.004,rSDSS
2458666.58552655,0.220,0.004,rSDSS
2458667.40644888,-0.110,0.004,rSDSS
2458667.41523331,-0.112,0.004,rSDSS
2458667.42405247,-0.094,0.004,rSDSS
2458230.60640668,0.223,0.008,J0660
2458230.61538856,0.236,0.008,J0660
2458230.62432415,0.227,0.008,J0660
2458366.37314941,-0.038,0.006,J0660
2458366.38210714,-0.031,0.007,J0660
2458366.39103014,-0.026,0.006,J0660
2458377.36415354,-0.083,0.008,J0660
2458377.37308813,-0.051,0.013,J0660
2458377.38199957,-0.090,0.023,J0660
2458554.68814308,-0.011,0.005,J0660
2458554.69705573,-0.011,0.005,J0660
2458554.70599152,0.007,0.006,J0660
2458614.57109453,0.045,0.006,J0660
2458614.58006467,0.001,0.006,J0660
2458614.58900008,-0.001,0.006,J0660
2458626.56710992,0.113,0.006,J0660
2458626.57603364,0.120,0.006,J0660
2458626.58498051,0.123,0.006,J0660
2458638.55197865,-0.106,0.006,J0660
2458638.56092539,-0.104,0.006,J0660
2458638.56984899,-0.118,0.006,J0660
2458644.54801434,0.219,0.007,J0660
2458644.55697260,0.211,0.006,J0660
2458644.56589613,0.213,0.006,J0660
2458657.48826477,0.079,0.006,J0660
2458657.49710717,0.037,0.009,J0660
2458657.50590326,0.012,0.008,J0660
2458659.44198005,-0.097,0.007,J0660
2458659.45081085,-0.091,0.007,J0660
2458659.45961850,-0.070,0.008,J0660
2458666.56930022,0.191,0.006,J0660
2458666.57810780,0.199,0.006,J0660
2458666.58690382,0.210,0.007,J0660
2458667.40782615,-0.087,0.006,J0660
2458667.41662216,-0.084,0.006,J0660
2458667.42542974,-0.081,0.005,J0660
2458230.60781878,0.208,0.006,iSDSS
2458230.61678909,0.195,0.006,iSDSS
2458230.62572467,0.201,0.006,iSDSS
2458366.37456135,-0.047,0.005,iSDSS
2458366.38351908,-0.051,0.007,iSDSS
2458366.39243051,-0.039,0.005,iSDSS
2458377.36556548,-0.101,0.014,iSDSS
2458377.37450007,0.073,0.090,iSDSS
2458377.38341151,0.064,0.069,iSDSS
2458554.68954364,-0.027,0.004,iSDSS
2458554.69846786,-0.016,0.004,iSDSS
2458554.70739208,-0.019,0.004,iSDSS
2458614.57255290,0.031,0.004,iSDSS
2458614.58147674,0.000,0.004,iSDSS
2458614.59040058,-0.016,0.004,iSDSS
2458626.56851040,0.080,0.005,iSDSS
2458626.57744569,0.082,0.005,iSDSS
2458626.58638099,0.098,0.005,iSDSS
2458638.55340226,-0.089,0.005,iSDSS
2458638.56233743,-0.102,0.005,iSDSS
2458638.57126103,-0.092,0.004,iSDSS
2458644.54944951,0.196,0.005,iSDSS
2458644.55838462,0.203,0.005,iSDSS
2458644.56730816,0.188,0.005,iSDSS
2458657.48967678,0.060,0.005,iSDSS
2458657.49850760,0.026,0.005,iSDSS
2458657.50730369,0.006,0.006,iSDSS
2458659.44338047,-0.082,0.004,iSDSS
2458659.45222285,-0.079,0.004,iSDSS
2458659.46105365,-0.069,0.005,iSDSS
2458666.57070064,0.160,0.005,iSDSS
2458666.58830424,0.176,0.005,iSDSS
