#Parameters from JPLUS_DR1
#TILE_ID,26210
#NUMBER,12886
#ALPHA_J2000,215.9161
#DELTA_J2000,53.1656
#J0378,19.944,0.402
#J0395,19.169,0.200
#J0410,19.196,0.160
#J0430,18.993,0.125
#J0515,18.143,0.059
#J0660,16.897,0.017
#J0861,16.212,0.020
#gSDSS,18.333,0.040
#iSDSS,16.367,0.011
#rSDSS,17.085,0.013
#uJAVA,21.056,1.108
#zSDSS,16.413,0.020
#HJD,DMAG,DMAGERR,FILTER
2458150.64826463,0.029,0.033,rSDSS
2458205.63940033,0.004,0.018,rSDSS
2458205.64831232,0.021,0.019,rSDSS
2458205.65717802,-0.011,0.017,rSDSS
2458257.49113081,0.000,0.012,rSDSS
2458257.50006564,0.010,0.012,rSDSS
2458257.50903519,-0.002,0.012,rSDSS
2458277.54729815,-0.024,0.013,rSDSS
2458277.55623293,-0.069,0.013,rSDSS
2458277.56515613,-0.057,0.014,rSDSS
2458281.50088757,0.154,0.020,rSDSS
2458281.50979919,0.345,0.019,rSDSS
2458281.51874553,0.460,0.020,rSDSS
2458325.41019764,-0.054,0.025,rSDSS
2458325.41912089,-0.046,0.031,rSDSS
2458325.42807887,-0.013,0.028,rSDSS
2457906.52126428,-0.028,0.019,J0660
2457906.52316234,-0.026,0.021,J0660
2457906.52506040,0.006,0.025,J0660
2457910.55357002,0.337,0.077,J0660
2457910.55546808,0.241,0.094,J0660
2457910.55737771,0.226,0.082,J0660
2457917.43474392,0.051,0.020,J0660
2457917.43664198,-0.001,0.024,J0660
2457917.43852846,0.041,0.025,J0660
2457921.59666586,0.004,0.025,J0660
2457921.59855234,-0.093,0.023,J0660
2457921.60047355,-0.077,0.024,J0660
2457923.43731942,-0.010,0.019,J0660
2457923.43921748,-0.022,0.020,J0660
2457923.44111554,0.014,0.020,J0660
2457924.55209294,0.112,0.037,J0660
2457924.55397942,0.056,0.036,J0660
2457924.55587748,0.068,0.041,J0660
2458150.63215293,-0.051,0.041,J0660
2458150.64091483,0.071,0.045,J0660
2458150.64968830,0.047,0.045,J0660
2458205.64084708,0.015,0.024,J0660
2458205.64974750,0.042,0.031,J0660
2458205.65860162,0.022,0.027,J0660
2458257.49257751,0.031,0.018,J0660
2458257.50152391,-0.018,0.017,J0660
2458257.51049346,-0.002,0.018,J0660
2458277.54875642,-0.029,0.021,J0660
2458277.55766805,-0.046,0.019,J0660
2458277.56660282,-0.003,0.019,J0660
2458281.50232269,0.204,0.111,J0660
2458281.51124588,0.419,0.030,J0660
2458281.52019222,0.451,0.031,J0660
2458325.41164434,-0.021,0.037,J0660
2458325.42055602,0.040,0.040,J0660
2458325.42951400,0.007,0.042,J0660
2458893.67466272,0.000,0.023,J0660
2458893.68122541,-0.026,0.023,J0660
2458893.68785755,-0.006,0.023,J0660
2458893.69442024,-0.071,0.024,J0660
2458893.70098293,-0.056,0.024,J0660
2458893.70758034,-0.023,0.022,J0660
2458893.71417776,-0.065,0.021,J0660
2458893.72074045,-0.046,0.021,J0660
2458893.72730314,-0.016,0.022,J0660
2458893.73387740,-0.025,0.023,J0660
2458893.74044009,0.003,0.023,J0660
2457906.52655339,0.004,0.013,iSDSS
2457906.52727095,0.000,0.018,iSDSS
2457906.52800009,0.014,0.017,iSDSS
2457910.55885913,0.373,0.088,iSDSS
2457910.55961141,0.330,0.061,iSDSS
2457910.56035211,0.219,0.051,iSDSS
2457917.44003302,-0.007,0.016,iSDSS
2457917.44073901,-0.021,0.015,iSDSS
2457917.44146814,0.011,0.018,iSDSS
2457921.60197810,-0.056,0.017,iSDSS
2457921.60269566,-0.062,0.016,iSDSS
2457921.60342479,-0.064,0.015,iSDSS
2457923.44262010,0.007,0.015,iSDSS
2457923.44334923,-0.024,0.018,iSDSS
2457923.44406679,-0.022,0.015,iSDSS
2457924.55737047,0.080,0.041,iSDSS
2457924.55809960,0.049,0.042,iSDSS
2457924.55881716,0.049,0.046,iSDSS
2458150.63354187,0.007,0.024,iSDSS
2458150.64231534,-0.010,0.025,iSDSS
2458150.65108881,-0.032,0.023,iSDSS
2458205.64225911,0.042,0.023,iSDSS
2458205.65112481,0.025,0.019,iSDSS
2458257.49398949,-0.000,0.015,iSDSS
2458257.50293589,-0.025,0.015,iSDSS
2458257.51189387,0.032,0.015,iSDSS
2458277.55015682,-0.047,0.015,iSDSS
2458277.55908002,-0.015,0.018,iSDSS
2458277.56800322,-0.025,0.017,iSDSS
2458281.51265785,0.435,0.023,iSDSS
2458281.52159262,0.482,0.021,iSDSS
2458325.41304475,-0.018,0.024,iSDSS
2458325.42196800,-0.022,0.023,iSDSS
2458325.43092598,-0.035,0.023,iSDSS
2457906.52949308,-0.023,0.011,J0861
2457906.53168048,-0.013,0.012,J0861
2457906.53386788,0.009,0.013,J0861
2457910.56185667,0.233,0.047,J0861
2457910.56405565,0.189,0.033,J0861
2457910.56625462,0.133,0.038,J0861
2457917.44298427,-0.009,0.014,J0861
2457917.44516010,-0.011,0.012,J0861
2457917.44737064,-0.003,0.016,J0861
2457921.60492935,-0.035,0.018,J0861
2457921.60711675,-0.026,0.017,J0861
2457921.60931572,-0.025,0.018,J0861
2457923.44557135,-0.000,0.016,J0861
2457923.44775874,0.001,0.014,J0861
2457923.44993457,-0.033,0.014,J0861
2457924.56033329,-0.032,0.057,J0861
2457924.56250911,-0.064,0.082,J0861
2457924.56469651,-0.106,0.090,J0861
2458150.63497711,0.011,0.022,J0861
2458150.64373901,-0.035,0.022,J0861
2458150.65251248,-0.012,0.024,J0861
2458205.64369429,-0.005,0.017,J0861
2458205.65255999,0.011,0.016,J0861
2458205.66144883,0.012,0.014,J0861
2458257.49542462,0.004,0.014,J0861
2458257.50437102,0.008,0.012,J0861
2458257.51332900,0.009,0.015,J0861
2458277.55159194,-0.016,0.018,J0861
2458277.56051514,0.008,0.016,J0861
2458277.56943834,-0.030,0.014,J0861
2458281.50516978,0.302,0.072,J0861
2458281.51409297,0.440,0.021,J0861
2458281.52303931,0.459,0.025,J0861
2458325.41447988,0.000,0.022,J0861
2458325.42340313,0.033,0.020,J0861
2458325.43236110,0.016,0.021,J0861
