#Parameters from JPLUS_DR1
#TILE_ID,26124
#NUMBER,18369
#ALPHA_J2000,105.6929
#DELTA_J2000,40.0488
#J0378,18.385,0.041
#J0395,18.299,0.038
#J0410,17.694,0.024
#J0430,17.665,0.023
#J0515,17.000,0.014
#J0660,16.554,0.011
#J0861,16.598,0.010
#gSDSS,17.107,0.007
#iSDSS,16.489,0.010
#rSDSS,16.581,0.005
#uJAVA,18.810,0.055
#zSDSS,16.320,0.006
#HJD,DMAG,DMAGERR,FILTER
2458209.35831116,-0.439,0.115,J0395
2458209.36712977,0.144,0.133,J0395
2458209.37597153,0.490,0.200,J0395
2458212.37132401,-0.417,0.107,J0395
2458212.38015419,-0.333,0.105,J0395
2458758.65938346,-0.222,0.094,J0395
2458758.66818059,0.058,0.088,J0395
2458758.67695457,-0.248,0.102,J0395
2458828.49030079,0.220,0.248,J0395
2458828.53330014,-0.058,0.185,J0395
2458828.54209678,-0.231,0.191,J0395
2458828.55995627,-0.320,0.146,J0395
2458844.47272067,0.037,0.080,J0395
2458844.48151708,-0.085,0.083,J0395
2458844.49032507,-0.150,0.080,J0395
2458846.46794013,0.013,0.080,J0395
2458846.47674809,-0.144,0.070,J0395
2458846.48556762,-0.014,0.071,J0395
2458851.41968050,-0.121,0.090,J0395
2458851.42849996,-0.207,0.083,J0395
2458851.43731942,-0.082,0.105,J0395
2458895.30643304,0.102,0.197,J0395
2458895.31955718,0.279,0.130,J0395
2458895.32610767,0.449,0.144,J0395
2458895.36546851,0.761,0.197,J0395
2458895.37204216,0.444,0.169,J0395
2458895.37860422,0.272,0.114,J0395
2458895.38516629,0.092,0.094,J0395
2458895.39171679,0.024,0.086,J0395
2458895.40107960,0.000,0.080,J0395
2458895.40767639,0.032,0.075,J0395
2458895.41427318,-0.178,0.073,J0395
2458895.42082367,0.053,0.085,J0395
2458209.35939902,0.008,0.022,gSDSS
2458209.36821763,0.030,0.022,gSDSS
2458209.37708253,0.148,0.030,gSDSS
2458212.36360483,-0.008,0.014,gSDSS
2458212.38124205,0.086,0.016,gSDSS
2458758.66037893,-0.075,0.015,gSDSS
2458758.66917606,-0.064,0.014,gSDSS
2458758.67796161,-0.012,0.016,gSDSS
2458828.47371450,0.429,0.121,gSDSS
2458828.48251113,0.286,0.073,gSDSS
2458828.49130777,0.250,0.057,gSDSS
2458828.53430712,-0.093,0.026,gSDSS
2458828.54310376,-0.152,0.036,gSDSS
2458828.55195827,-0.110,0.027,gSDSS
2458209.36017441,0.018,0.039,J0515
2458209.36899302,0.054,0.041,J0515
2458209.37785792,0.085,0.051,J0515
2458212.36438022,-0.061,0.028,J0515
2458212.37318726,0.000,0.032,J0515
2458212.38200587,0.080,0.030,J0515
2458758.66122391,-0.050,0.035,J0515
2458758.67000947,-0.056,0.036,J0515
2458758.67879502,-0.032,0.039,J0515
2458828.47454786,0.530,0.229,J0515
2458828.48334450,0.262,0.111,J0515
2458828.49214114,0.102,0.096,J0515
2458828.53514049,-0.173,0.058,J0515
2458828.54394870,-0.015,0.069,J0515
2458828.55279164,-0.190,0.062,J0515
2458844.47456097,-0.012,0.031,J0515
2458844.48335738,-0.046,0.030,J0515
2458844.49215379,-0.104,0.027,J0515
2458846.46978043,-0.127,0.027,J0515
2458846.47858838,-0.106,0.027,J0515
2458846.48740791,-0.084,0.026,J0515
2458851.42152078,-0.129,0.032,J0515
2458851.43036339,-0.087,0.034,J0515
2458851.43915970,-0.059,0.048,J0515
2458895.30182686,0.000,0.065,J0515
2458895.30838893,0.013,0.069,J0515
2458895.31493942,0.124,0.149,J0515
2458895.32151307,0.226,0.035,J0515
2458895.32806356,0.389,0.114,J0515
2458895.34119927,0.149,0.206,J0515
2458895.34777292,0.259,0.163,J0515
2458895.36087391,0.220,0.128,J0515
2458895.36742440,0.200,0.051,J0515
2458895.37399805,0.197,0.041,J0515
2458895.38057169,0.147,0.032,J0515
2458895.38712218,0.149,0.030,J0515
2458895.39367268,0.003,0.028,J0515
2458895.40304706,-0.061,0.027,J0515
2458895.40963228,-0.116,0.026,J0515
2458895.41621749,-0.084,0.026,J0515
2458895.42277956,-0.169,0.026,J0515
2458209.36105396,0.041,0.011,rSDSS
2458209.36986099,0.076,0.011,rSDSS
2458209.37873747,0.162,0.012,rSDSS
2458212.36523662,0.034,0.009,rSDSS
2458212.37405523,0.053,0.011,rSDSS
2458212.38289698,0.095,0.009,rSDSS
2458758.66210363,-0.079,0.010,rSDSS
2458758.67088918,0.000,0.010,rSDSS
2458758.67967473,0.025,0.010,rSDSS
2458828.47542753,0.368,0.040,rSDSS
2458828.48422416,0.267,0.027,rSDSS
2458828.49302080,0.279,0.047,rSDSS
2458828.53602015,-0.066,0.016,rSDSS
2458828.54482837,-0.082,0.015,rSDSS
2458828.55367130,-0.118,0.013,rSDSS
2458844.47544061,0.046,0.009,rSDSS
2458844.48424860,-0.000,0.009,rSDSS
2458844.49303343,-0.042,0.009,rSDSS
2458846.47067164,-0.068,0.008,rSDSS
2458846.47946802,-0.060,0.008,rSDSS
2458846.48828755,-0.034,0.008,rSDSS
2458851.42241199,-0.079,0.010,rSDSS
2458851.43124302,-0.075,0.010,rSDSS
2458851.44003933,-0.067,0.013,rSDSS
2458209.36247744,-0.008,0.017,J0660
2458209.37129604,0.067,0.019,J0660
2458209.38016094,0.133,0.019,J0660
2458212.36666010,-0.001,0.015,J0660
2458212.37549028,0.070,0.033,J0660
2458212.38432046,0.098,0.015,J0660
2458758.66348107,-0.106,0.015,J0660
2458758.67226663,-0.044,0.015,J0660
2458758.68106375,-0.041,0.017,J0660
2458828.47680489,0.026,0.128,J0660
2458828.48560153,0.213,0.049,J0660
2458828.49439817,0.052,0.060,J0660
2458828.53740910,-0.087,0.032,J0660
2458828.54620573,-0.112,0.028,J0660
2458828.55506024,-0.094,0.024,J0660
2458844.47681794,-0.011,0.015,J0660
2458844.48562593,-0.007,0.014,J0660
2458844.49441077,-0.054,0.014,J0660
2458846.47204897,-0.086,0.014,J0660
2458846.48085692,-0.096,0.013,J0660
2458846.48966488,-0.034,0.013,J0660
2458851.42378931,-0.095,0.015,J0660
2458851.43262034,-0.099,0.018,J0660
2458851.44140507,-0.104,0.020,J0660
2458862.44694276,-0.066,0.028,J0660
2458862.45573890,-0.034,0.020,J0660
2458862.46453505,0.007,0.021,J0660
2458863.45451724,0.047,0.020,J0660
2458863.46331337,0.001,0.019,J0660
2458863.47213265,-0.029,0.019,J0660
2458895.30402579,0.044,0.022,J0660
2458895.31059943,0.164,0.063,J0660
2458895.31716150,0.172,0.035,J0660
2458895.32371200,0.241,0.023,J0660
2458895.33028564,0.345,0.095,J0660
2458895.34342135,0.735,0.119,J0660
2458895.34998342,0.136,0.132,J0660
2458895.35653392,0.423,0.207,J0660
2458895.36307284,0.300,0.040,J0660
2458895.36965805,0.304,0.026,J0660
2458895.38277062,0.098,0.015,J0660
2458895.38933269,0.049,0.014,J0660
2458895.39588318,0.005,0.014,J0660
2458895.40524599,-0.023,0.013,J0660
2458895.41187750,-0.046,0.013,J0660
2458895.41842800,-0.070,0.013,J0660
2458209.36387777,-0.022,0.011,iSDSS
2458209.37269637,0.044,0.012,iSDSS
2458209.38158442,0.154,0.013,iSDSS
2458212.36807200,-0.024,0.011,iSDSS
2458212.37689061,0.052,0.018,iSDSS
2458212.38572079,0.077,0.014,iSDSS
2458758.66489324,-0.062,0.013,iSDSS
2458758.67367880,-0.075,0.012,iSDSS
2458758.68246435,0.000,0.012,iSDSS
2458828.47821699,0.091,0.117,iSDSS
2458828.48701362,0.153,0.043,iSDSS
2458828.49581026,0.059,0.025,iSDSS
2458828.53882119,-0.118,0.021,iSDSS
2458828.54760625,-0.184,0.018,iSDSS
2458828.55646076,-0.124,0.015,iSDSS
2458209.36530124,0.010,0.012,J0861
2458209.37411985,0.033,0.012,J0861
2458209.38301947,0.138,0.013,J0861
2458212.36949548,-0.040,0.017,J0861
2458212.37832566,0.071,0.050,J0861
2458212.38715584,0.055,0.012,J0861
2458758.66637486,-0.082,0.016,J0861
2458758.67516042,-0.077,0.015,J0861
2458758.68395755,-0.042,0.016,J0861
2458828.47971010,0.328,0.049,J0861
2458828.48849516,0.169,0.049,J0861
2458828.49729180,0.000,0.026,J0861
2458828.54031430,-0.176,0.021,J0861
2458828.54909936,-0.140,0.017,J0861
2458828.55795387,-0.130,0.017,J0861
