#Parameters from JPLUS_DR1
#TILE_ID,26208
#NUMBER,14166
#ALPHA_J2000,212.7806
#DELTA_J2000,53.0419
#J0378,18.452,0.259
#J0395,17.795,0.140
#J0410,18.316,0.173
#J0430,17.757,0.098
#J0515,16.606,0.034
#J0660,16.011,0.016
#J0861,15.537,0.026
#gSDSS,16.931,0.026
#iSDSS,15.749,0.014
#rSDSS,16.127,0.012
#uJAVA,18.555,0.290
#zSDSS,15.518,0.023
#HJD,DMAG,DMAGERR,FILTER
2457919.52548179,-0.045,0.021,rSDSS
2457919.52626879,-0.012,0.021,rSDSS
2457921.61876962,0.033,0.024,rSDSS
2457921.61955662,-0.008,0.027,rSDSS
2457921.62034362,0.018,0.025,rSDSS
2457922.41092953,-0.033,0.021,rSDSS
2457922.41171653,-0.013,0.018,rSDSS
2457922.41250353,-0.045,0.022,rSDSS
2457927.42578575,-0.002,0.022,rSDSS
2457927.42656117,-0.032,0.023,rSDSS
2457927.42735975,0.009,0.025,rSDSS
2457929.39338548,0.317,0.149,rSDSS
2457929.39417248,0.400,0.216,rSDSS
2457943.40404097,0.081,0.028,rSDSS
2457943.40483954,0.038,0.028,rSDSS
2457943.40562654,0.009,0.031,rSDSS
2458141.65361700,-0.013,0.019,rSDSS
2458141.66237895,-0.014,0.016,rSDSS
2458141.67114089,-0.027,0.016,rSDSS
2458205.55888480,0.000,0.020,rSDSS
2458205.56775048,-0.040,0.020,rSDSS
2458205.57656986,-0.004,0.019,rSDSS
2458240.47912788,-0.015,0.021,rSDSS
2458240.48810906,-0.036,0.021,rSDSS
2457902.61516228,-0.063,0.066,J0660
2457902.61709506,0.573,0.176,J0660
2457910.58337256,0.435,0.262,J0660
2457910.58530534,0.571,0.375,J0660
2457910.58720340,0.152,0.231,J0660
2457919.52778492,0.026,0.046,J0660
2457919.52968297,-0.042,0.043,J0660
2457919.53159260,-0.044,0.037,J0660
2457921.62185974,-0.004,0.036,J0660
2457921.62374623,-0.046,0.052,J0660
2457921.62565585,0.023,0.037,J0660
2457922.41401965,-0.009,0.030,J0660
2457922.41592928,0.015,0.039,J0660
2457922.41781576,0.000,0.045,J0660
2457927.42887587,0.045,0.037,J0660
2457927.43076236,-0.020,0.042,J0660
2457927.43266041,-0.051,0.045,J0660
2457929.39568860,-0.073,0.221,J0660
2457929.39947314,0.345,0.087,J0660
2457943.40715425,0.050,0.046,J0660
2457943.40905231,0.049,0.049,J0660
2457943.41095036,0.002,0.047,J0660
2458141.65502910,-0.026,0.034,J0660
2458141.66379104,-0.003,0.039,J0660
2458141.67256456,-0.000,0.038,J0660
2458205.56031998,-0.052,0.055,J0660
2458205.56918565,-0.061,0.030,J0660
2458205.57799346,0.013,0.044,J0660
2458240.47166286,0.043,0.028,J0660
2458240.48059774,-0.074,0.035,J0660
2458240.48954420,0.056,0.032,J0660
2457910.58943709,0.687,0.170,iSDSS
2457910.59016622,0.224,0.122,iSDSS
2457919.53308558,0.029,0.051,iSDSS
2457919.53380314,-0.010,0.053,iSDSS
2457919.53453227,0.060,0.048,iSDSS
2457921.62713726,0.024,0.055,iSDSS
2457921.62787797,-0.040,0.051,iSDSS
2457921.62860710,0.020,0.053,iSDSS
2457922.41930874,-0.026,0.050,iSDSS
2457922.42003788,-0.043,0.047,iSDSS
2457922.42076701,-0.000,0.052,iSDSS
2457927.43414182,0.050,0.055,iSDSS
2457927.43488252,0.082,0.056,iSDSS
2457927.43560008,-0.030,0.054,iSDSS
2457929.40095455,0.040,0.063,iSDSS
2457929.40241281,-0.029,0.053,iSDSS
2457943.41244335,-0.014,0.051,iSDSS
2457943.41319563,-0.013,0.049,iSDSS
2457943.41392476,0.031,0.056,iSDSS
2458141.65642962,0.018,0.048,iSDSS
2458141.66517999,-0.043,0.051,iSDSS
2458141.67395351,-0.030,0.050,iSDSS
2458205.56172043,-0.004,0.056,iSDSS
2458205.57058611,-0.016,0.050,iSDSS
2458205.57940549,-0.024,0.047,iSDSS
2458240.47307485,0.000,0.051,iSDSS
2458240.48199816,0.002,0.048,iSDSS
2458240.49095619,0.010,0.050,iSDSS
2457910.59168235,0.114,0.060,J0861
2457910.59388132,0.087,0.196,J0861
2457910.59606871,0.336,0.120,J0861
2457919.53604840,0.057,0.034,J0861
2457919.53823579,0.002,0.034,J0861
2457919.54040004,-0.007,0.031,J0861
2457921.63011165,-0.024,0.033,J0861
2457921.63228747,-0.044,0.035,J0861
2457922.42227156,-0.004,0.030,J0861
2457922.42444738,0.016,0.027,J0861
2457922.42663477,0.000,0.037,J0861
2457927.43710463,0.046,0.028,J0861
2457927.43928045,0.063,0.025,J0861
2457927.44146785,0.002,0.032,J0861
2457929.40391737,0.333,0.162,J0861
2457929.40609318,0.087,0.035,J0861
2457929.40828058,-0.048,0.033,J0861
2457943.41544090,0.030,0.026,J0861
2457943.41762829,0.036,0.030,J0861
2457943.41981569,-0.020,0.031,J0861
2458141.65785329,-0.001,0.037,J0861
2458141.66661524,-0.034,0.030,J0861
2458141.67537718,-0.049,0.028,J0861
2458205.56315560,-0.035,0.040,J0861
2458205.57202128,-0.049,0.028,J0861
2458205.58084066,-0.019,0.026,J0861
2458240.47450998,0.008,0.031,J0861
2458240.48344487,-0.003,0.031,J0861
2458240.49239132,-0.021,0.030,J0861
