#Parameters from JPLUS_DR1
#TILE_ID,26208
#NUMBER,14166
#ALPHA_J2000,212.7806
#DELTA_J2000,53.0419
#J0378,18.452,0.259
#J0395,17.795,0.140
#J0410,18.316,0.173
#J0430,17.757,0.098
#J0515,16.606,0.034
#J0660,16.011,0.016
#J0861,15.537,0.026
#gSDSS,16.931,0.026
#iSDSS,15.749,0.014
#rSDSS,16.127,0.012
#uJAVA,18.555,0.290
#zSDSS,15.518,0.023
#HJD,DMAG,DMAGERR,FILTER
2458141.65089698,0.000,0.137,J0395
2458141.65967050,-0.386,0.144,J0395
2458141.66843244,-0.320,0.153,J0395
2458205.57384997,0.137,0.228,J0395
2458240.46742689,-0.013,0.234,J0395
2458240.47635020,0.092,0.224,J0395
2458240.48531980,0.514,0.265,J0395
2457902.60788253,0.824,0.289,gSDSS
2457910.57539841,0.060,0.131,gSDSS
2457910.57611597,0.234,0.123,gSDSS
2457910.57683353,-0.037,0.088,gSDSS
2457919.51986864,0.054,0.049,gSDSS
2457919.52056305,-0.019,0.040,gSDSS
2457919.52126903,0.046,0.045,gSDSS
2457921.61394347,-0.005,0.049,gSDSS
2457921.61464945,0.005,0.050,gSDSS
2457921.61535544,-0.044,0.049,gSDSS
2457922.40604551,-0.104,0.041,gSDSS
2457922.40675150,-0.096,0.037,gSDSS
2457922.40749220,-0.080,0.037,gSDSS
2457927.42093645,0.047,0.042,gSDSS
2457927.42164244,0.053,0.060,gSDSS
2457929.38772603,-0.085,0.058,gSDSS
2457929.38846674,0.222,0.097,gSDSS
2457943.39919166,0.154,0.065,gSDSS
2457943.39990921,0.190,0.064,gSDSS
2457943.40061520,0.132,0.069,gSDSS
2458141.65198499,-0.065,0.036,gSDSS
2458141.66075851,-0.011,0.031,gSDSS
2458141.66950888,-0.097,0.037,gSDSS
2458205.55724129,-0.119,0.040,gSDSS
2458205.56610697,0.227,0.096,gSDSS
2458205.57493793,-0.066,0.043,gSDSS
2458240.46853796,0.091,0.053,gSDSS
2458240.48643088,-0.032,0.042,gSDSS
2457910.57768997,0.287,0.165,J0515
2457910.57848854,0.408,0.203,J0515
2457919.52213705,0.099,0.065,J0515
2457919.52293562,-0.072,0.062,J0515
2457919.52371104,-0.155,0.066,J0515
2457921.61622345,0.082,0.082,J0515
2457921.61701045,0.371,0.090,J0515
2457921.61779745,-0.032,0.076,J0515
2457922.40836021,0.048,0.046,J0515
2457922.40914721,-0.039,0.048,J0515
2457922.40994578,0.025,0.044,J0515
2457927.42321643,0.239,0.107,J0515
2457927.42480200,-0.143,0.110,J0515
2457929.39082773,-0.054,0.135,J0515
2457943.40148321,0.026,0.102,J0515
2457943.40229336,-0.112,0.095,J0515
2457943.40306879,-0.074,0.089,J0515
2458141.65274891,-0.211,0.053,J0515
2458141.66152243,-0.127,0.071,J0515
2458141.67028437,-0.275,0.045,J0515
2458205.55801675,0.026,0.068,J0515
2458205.56688243,0.105,0.066,J0515
2458205.57571338,-0.025,0.057,J0515
2458240.46932497,-0.111,0.063,J0515
2458240.47824828,0.188,0.069,J0515
2458240.48721789,0.029,0.063,J0515
2457902.61204900,0.146,0.067,rSDSS
2457902.61284757,0.039,0.050,rSDSS
2457902.61363458,0.007,0.042,rSDSS
2457910.58025929,0.012,0.075,rSDSS
2457910.58105786,0.461,0.149,rSDSS
2457910.58185643,0.229,0.151,rSDSS
2457919.52468322,0.005,0.022,rSDSS
