#Parameters from JPLUS_DR1
#TILE_ID,26124
#NUMBER,22000
#ALPHA_J2000,106.0844
#DELTA_J2000,40.1547
#J0378,15.454,0.006
#J0395,15.306,0.005
#J0410,14.943,0.004
#J0430,14.877,0.004
#J0515,14.557,0.003
#J0660,14.357,0.003
#J0861,14.272,0.002
#gSDSS,14.610,0.002
#iSDSS,14.267,0.002
#rSDSS,14.328,0.001
#uJAVA,15.857,0.007
#zSDSS,14.269,0.001
#HJD,DMAG,DMAGERR,FILTER
2458209.35833976,0.096,0.016,J0395
2458209.36715837,0.046,0.018,J0395
2458209.37600012,0.040,0.019,J0395
2458212.37135286,0.031,0.023,J0395
2458212.38018304,0.016,0.017,J0395
2458758.65935505,-0.014,0.016,J0395
2458758.66815218,-0.021,0.017,J0395
2458758.67692616,-0.032,0.017,J0395
2458828.47269207,-0.003,0.025,J0395
2458828.48148871,0.025,0.033,J0395
2458828.49028535,0.037,0.030,J0395
2458828.53328473,-0.018,0.021,J0395
2458828.54208137,0.019,0.027,J0395
2458828.55994086,0.006,0.021,J0395
2458844.47271262,0.000,0.015,J0395
2458844.48150903,-0.026,0.015,J0395
2458844.49031702,-0.012,0.015,J0395
2458846.46793306,0.024,0.015,J0395
2458846.47674102,0.010,0.016,J0395
2458846.48556056,0.006,0.014,J0395
2458851.41967590,-0.009,0.017,J0395
2458851.42849536,-0.042,0.018,J0395
2458851.43731482,-0.021,0.019,J0395
2458895.30644964,-0.033,0.024,J0395
2458895.31300014,0.028,0.038,J0395
2458895.31957379,-0.013,0.020,J0395
2458895.32612429,-0.027,0.023,J0395
2458895.33269793,0.028,0.052,J0395
2458895.33926000,0.040,0.072,J0395
2458895.34583365,0.006,0.044,J0395
2458895.35239572,0.096,0.042,J0395
2458895.35894622,0.110,0.064,J0395
2458895.36548514,-0.018,0.021,J0395
2458895.37205879,-0.029,0.019,J0395
2458895.37862086,-0.014,0.017,J0395
2458895.38518293,0.006,0.015,J0395
2458895.39173343,-0.002,0.014,J0395
2458895.40109624,-0.005,0.014,J0395
2458895.40769303,0.001,0.014,J0395
2458895.41428983,-0.023,0.014,J0395
2458895.42084032,-0.010,0.014,J0395
2458209.35942762,0.089,0.004,gSDSS
2458209.36824623,0.065,0.005,gSDSS
2458209.37711113,0.030,0.004,gSDSS
2458212.36363368,-0.000,0.004,gSDSS
2458212.38127090,-0.002,0.005,gSDSS
2458758.66035052,-0.002,0.004,gSDSS
2458758.66914764,0.004,0.004,gSDSS
2458758.67793320,0.000,0.004,gSDSS
2458828.47369905,0.011,0.010,gSDSS
2458828.48249570,-0.007,0.009,gSDSS
2458828.49129234,-0.004,0.007,gSDSS
2458828.53429171,-0.002,0.005,gSDSS
2458828.54308835,-0.001,0.006,gSDSS
2458828.55194286,0.008,0.005,gSDSS
2458209.36020301,0.092,0.008,J0515
2458209.36902162,0.060,0.009,J0515
2458209.37788652,0.063,0.010,J0515
2458212.36440907,0.000,0.008,J0515
2458212.37321610,0.010,0.008,J0515
2458212.38203471,-0.013,0.008,J0515
2458758.66119550,0.000,0.009,J0515
2458758.66998106,-0.004,0.009,J0515
