#Parameters from JPLUS_DR1
#TILE_ID,33220
#NUMBER,5951
#ALPHA_J2000,156.2655
#DELTA_J2000,39.8710
#J0378,16.421,0.016
#J0395,16.236,0.015
#J0410,15.970,0.010
#J0430,15.905,0.010
#J0515,15.636,0.008
#J0660,15.449,0.007
#J0861,15.396,0.009
#gSDSS,15.736,0.005
#iSDSS,15.400,0.004
#rSDSS,15.476,0.004
#uJAVA,17.018,0.023
#zSDSS,15.400,0.007
#HJD,DMAG,DMAGERR,FILTER
2458895.61869398,0.050,0.049,J0395
2458895.62524487,0.139,0.040,J0395
2458895.63181891,0.027,0.042,J0395
2458895.63838137,0.088,0.044,J0395
2458895.65346231,0.004,0.062,J0395
2458895.66004793,-0.100,0.047,J0395
2458895.66659882,-0.123,0.044,J0395
2458895.67317285,-0.154,0.049,J0395
2458895.67973532,-0.322,0.050,J0395
2458895.68630936,-0.377,0.046,J0395
2458895.69286025,-0.430,0.042,J0395
2458895.69943429,-0.564,0.065,J0395
2458895.70601990,-0.578,0.046,J0395
2458895.71257079,-0.651,0.043,J0395
2458211.44107403,0.089,0.013,gSDSS
2458211.44989288,0.092,0.009,gSDSS
2458211.45881590,0.090,0.010,gSDSS
2458214.43760584,-0.743,0.006,gSDSS
2458214.44662142,-0.727,0.007,gSDSS
2458214.45560227,-0.692,0.010,gSDSS
2458538.51878479,-0.540,0.010,gSDSS
2458538.52770825,-0.510,0.010,gSDSS
2458538.53662012,-0.470,0.011,gSDSS
2458552.51993073,0.000,0.008,gSDSS
2458552.52214130,0.000,0.009,gSDSS
2458552.53113401,0.009,0.008,gSDSS
2458552.54012672,0.014,0.007,gSDSS
2458553.59780554,-0.073,0.008,gSDSS
2458553.60672879,-0.065,0.007,gSDSS
2458553.61566363,-0.051,0.007,gSDSS
2458566.56725270,-0.811,0.009,gSDSS
2458566.57619896,-0.772,0.010,gSDSS
2458566.58512207,-0.739,0.011,gSDSS
2458609.45563934,0.088,0.009,gSDSS
2458609.46455061,0.072,0.008,gSDSS
2458609.47348502,0.054,0.009,gSDSS
2458625.47946924,0.065,0.013,gSDSS
2458625.48840365,0.061,0.015,gSDSS
2458625.49732649,0.089,0.015,gSDSS
2458211.44184944,0.143,0.022,J0515
2458211.45069144,0.155,0.022,J0515
2458211.45959131,0.150,0.018,J0515
2458214.43843912,-0.650,0.014,J0515
2458214.44740840,-0.623,0.014,J0515
2458214.45640083,-0.605,0.019,J0515
2458538.51958339,-0.471,0.017,J0515
2458538.52849527,-0.410,0.021,J0515
2458538.53740715,-0.404,0.017,J0515
2458552.52295145,0.008,0.016,J0515
2458552.53193259,0.031,0.017,J0515
2458552.54091373,0.055,0.015,J0515
2458553.59859254,-0.047,0.015,J0515
2458553.60752737,-0.010,0.015,J0515
2458553.61645063,-0.008,0.014,J0515
2458566.56803969,-0.705,0.015,J0515
2458566.57698595,-0.674,0.015,J0515
2458566.58590906,-0.626,0.016,J0515
2458609.45642631,0.110,0.017,J0515
2458609.46534915,0.131,0.016,J0515
2458609.47428356,0.083,0.019,J0515
2458625.48025620,0.068,0.024,J0515
2458625.48919062,0.057,0.025,J0515
2458625.49811346,0.125,0.026,J0515
2458842.65239000,-0.033,0.015,J0515
2458842.66118690,-0.009,0.016,J0515
2458842.67000694,-0.006,0.017,J0515
2458844.64513944,-0.248,0.019,J0515
2458844.65394789,-0.403,0.015,J0515
2458844.66274476,-0.527,0.016,J0515
2458844.70304835,-0.733,0.015,J0515
2458844.71185680,-0.703,0.017,J0515
2458844.72071155,-0.660,0.017,J0515
2458895.54830083,0.018,0.015,J0515
2458895.55486329,0.033,0.017,J0515
2458895.56143733,0.018,0.017,J0515
2458895.56799980,0.017,0.018,J0515
2458895.57460856,0.017,0.017,J0515
2458895.58122890,0.043,0.017,J0515
2458895.58782609,0.052,0.017,J0515
2458895.59442327,0.048,0.016,J0515
2458895.60098574,0.063,0.018,J0515
2458895.60751348,0.066,0.018,J0515
2458895.61407595,0.049,0.017,J0515
2458895.62064999,0.067,0.017,J0515
2458895.62721245,0.093,0.016,J0515
2458895.63377492,0.099,0.017,J0515
2458895.64033738,0.090,0.018,J0515
2458895.65542989,0.038,0.016,J0515
2458895.66200393,0.006,0.017,J0515
2458895.66855482,-0.066,0.017,J0515
2458895.67512886,-0.066,0.017,J0515
2458895.68169133,-0.146,0.017,J0515
2458895.68826537,-0.272,0.017,J0515
2458895.69481626,-0.319,0.017,J0515
2458895.70139029,-0.352,0.017,J0515
2458895.70797591,-0.404,0.016,J0515
2458895.71452680,-0.447,0.016,J0515
2458211.44271743,0.170,0.009,rSDSS
2458211.45159416,0.176,0.007,rSDSS
2458211.46045930,0.165,0.007,rSDSS
2458214.43933026,-0.441,0.005,rSDSS
2458214.44831111,-0.425,0.005,rSDSS
2458214.45729197,-0.404,0.008,rSDSS
2458538.52047458,-0.309,0.008,rSDSS
2458538.52937488,-0.279,0.008,rSDSS
2458538.53829834,-0.273,0.007,rSDSS
2458552.52384262,0.045,0.006,rSDSS
2458552.53283533,0.061,0.005,rSDSS
2458552.54180490,0.067,0.005,rSDSS
2458553.59949528,0.000,0.005,rSDSS
2458553.60840697,-0.004,0.005,rSDSS
2458553.61734180,0.011,0.005,rSDSS
2458566.56893084,-0.490,0.006,rSDSS
2458566.57787710,-0.456,0.006,rSDSS
2458566.58680021,-0.425,0.006,rSDSS
2458609.45731743,0.147,0.007,rSDSS
2458609.46624028,0.147,0.006,rSDSS
2458609.47519784,0.135,0.006,rSDSS
2458625.48114733,0.129,0.008,rSDSS
2458625.49008175,0.148,0.009,rSDSS
2458625.49900459,0.161,0.010,rSDSS
2458842.65326969,0.007,0.006,rSDSS
2458842.66206659,0.004,0.006,rSDSS
2458842.67087506,0.021,0.006,rSDSS
2458844.64601912,-0.131,0.006,rSDSS
2458844.65483915,-0.278,0.005,rSDSS
2458844.66362445,-0.341,0.005,rSDSS
2458844.70392804,-0.490,0.006,rSDSS
2458844.71274807,-0.470,0.005,rSDSS
2458844.72160282,-0.444,0.005,rSDSS
2458211.44415252,0.092,0.013,J0660
2458211.45300610,0.096,0.011,J0660
2458211.46189439,0.133,0.012,J0660
2458214.44077692,-0.421,0.010,J0660
2458214.44974620,-0.413,0.010,J0660
2458214.45873863,-0.367,0.014,J0660
2458538.52190974,-0.279,0.013,J0660
2458538.53082162,-0.289,0.011,J0660
2458538.53973349,-0.275,0.014,J0660
2458552.52528933,0.001,0.011,J0660
2458552.53429361,0.005,0.011,J0660
2458552.54326318,0.016,0.010,J0660
2458553.60094199,-0.050,0.010,J0660
2458553.60985367,-0.067,0.010,J0660
2458553.61878850,-0.033,0.010,J0660
2458566.57036595,-0.456,0.011,J0660
2458566.57931221,-0.451,0.011,J0660
2458566.58825847,-0.419,0.012,J0660
2458609.45876407,0.095,0.013,J0660
2458609.46768691,0.093,0.011,J0660
2458609.47663290,0.098,0.010,J0660
2458625.48258239,0.077,0.013,J0660
2458625.49152838,0.093,0.014,J0660
2458625.50047437,0.111,0.016,J0660
2458842.65464710,-0.047,0.011,J0660
2458842.66345557,-0.030,0.010,J0660
2458842.67225246,-0.035,0.010,J0660
2458844.64740810,-0.179,0.010,J0660
2458844.65621656,-0.327,0.009,J0660
2458844.66500186,-0.352,0.010,J0660
2458844.70530544,-0.464,0.011,J0660
2458844.71413705,-0.458,0.011,J0660
2458844.72300337,-0.436,0.011,J0660
2458895.55051147,0.021,0.011,J0660
2458895.55707393,0.017,0.011,J0660
2458895.56363640,0.000,0.011,J0660
2458895.57019886,0.006,0.011,J0660
2458895.57681920,0.016,0.010,J0660
2458895.58345111,0.005,0.010,J0660
2458895.59004830,0.026,0.012,J0660
2458895.59662234,0.027,0.010,J0660
2458895.60318480,0.049,0.011,J0660
2458895.60972412,0.067,0.011,J0660
2458895.61629816,0.090,0.011,J0660
2458895.62284905,0.064,0.010,J0660
2458895.62942309,0.064,0.011,J0660
2458895.63597398,0.082,0.011,J0660
2458895.64254802,0.085,0.012,J0660
2458895.65764053,0.039,0.012,J0660
2458895.66420300,0.013,0.011,J0660
2458895.67077703,-0.021,0.011,J0660
2458895.67732792,-0.075,0.011,J0660
2458895.68391354,-0.135,0.010,J0660
2458895.69047600,-0.174,0.010,J0660
2458895.69702689,-0.229,0.012,J0660
2458895.70362408,-0.255,0.010,J0660
2458895.71017497,-0.268,0.012,J0660
2458211.44555289,0.129,0.008,iSDSS
2458211.45442962,0.157,0.009,iSDSS
2458211.46330634,0.152,0.008,iSDSS
2458214.44220043,-0.335,0.006,iSDSS
2458214.45116971,-0.336,0.006,iSDSS
2458214.46016214,-0.310,0.010,iSDSS
2458538.52332175,-0.243,0.010,iSDSS
2458538.53222205,-0.248,0.009,iSDSS
2458538.54114551,-0.222,0.009,iSDSS
2458552.52671288,0.024,0.008,iSDSS
2458552.53570559,0.016,0.007,iSDSS
2458552.54467516,0.041,0.007,iSDSS
2458553.60235397,-0.042,0.006,iSDSS
2458553.61127723,-0.019,0.006,iSDSS
2458553.62018891,-0.016,0.006,iSDSS
2458566.57177791,-0.356,0.008,iSDSS
2458566.58072417,-0.348,0.008,iSDSS
2458566.58967042,-0.334,0.007,iSDSS
2458609.46016441,0.145,0.008,iSDSS
2458609.46908725,0.138,0.007,iSDSS
2458609.47804481,0.116,0.007,iSDSS
2458625.48399431,0.101,0.009,iSDSS
2458625.49294030,0.118,0.010,iSDSS
2458625.50187471,0.147,0.010,iSDSS
2458211.44698798,0.139,0.009,J0861
2458211.45587628,0.163,0.009,J0861
2458211.46475300,0.153,0.009,J0861
2458214.44363551,-0.296,0.006,J0861
2458214.45261637,-0.289,0.009,J0861
2458214.46159723,-0.268,0.012,J0861
2458538.52475691,-0.222,0.009,J0861
2458538.53365721,-0.200,0.009,J0861
2458538.54258067,-0.212,0.009,J0861
2458552.52814801,0.015,0.008,J0861
2458552.53715230,0.022,0.007,J0861
2458552.54611029,0.034,0.010,J0861
2458553.60378910,-0.039,0.007,J0861
2458553.61271235,-0.027,0.008,J0861
2458553.62163561,-0.015,0.007,J0861
2458566.57322459,-0.314,0.009,J0861
2458566.58215927,-0.305,0.008,J0861
2458566.59111710,-0.297,0.008,J0861
2458609.46159947,0.139,0.009,J0861
2458609.47053389,0.119,0.010,J0861
2458609.47947987,0.120,0.009,J0861
2458625.48542937,0.095,0.011,J0861
2458625.49437536,0.132,0.010,J0861
2458625.50330977,0.130,0.011,J0861
