#Parameters from JPLUS_DR1
#TILE_ID,26054
#NUMBER,20251
#ALPHA_J2000,132.1693
#DELTA_J2000,32.5162
#J0378,20.390,0.345
#J0395,20.553,0.412
#J0410,19.580,0.171
#J0430,19.295,0.127
#J0515,18.584,0.075
#J0660,18.245,0.064
#J0861,18.121,0.085
#gSDSS,18.826,0.025
#iSDSS,18.067,0.041
#rSDSS,18.250,0.020
#uJAVA,20.556,0.375
#zSDSS,18.165,0.103
#HJD,DMAG,DMAGERR,FILTER
2458141.55600184,-0.136,0.274,J0395
2458142.49717538,0.013,0.290,J0395
2458142.50599486,0.348,0.325,J0395
2458552.55077849,-0.013,0.301,J0395
2458080.57987137,0.055,0.144,gSDSS
2458080.59746551,-0.128,0.195,gSDSS
2458141.53943925,-0.015,0.091,gSDSS
2458141.54828189,-0.046,0.093,gSDSS
2458141.55708981,-0.004,0.073,gSDSS
2458142.49828650,0.098,0.045,gSDSS
2458142.50707126,0.088,0.053,gSDSS
2458142.51586759,0.039,0.058,gSDSS
2458174.34837810,-0.455,0.181,gSDSS
2458174.35718555,0.184,0.202,gSDSS
2458174.36596985,-0.003,0.192,gSDSS
2458538.55007100,-0.162,0.104,gSDSS
2458538.55900577,0.067,0.076,gSDSS
2458538.56795212,-0.013,0.074,gSDSS
2458543.32646528,-0.072,0.180,gSDSS
2458543.33538842,0.141,0.226,gSDSS
2458543.47414260,0.000,0.065,gSDSS
2458543.48310045,0.011,0.058,gSDSS
2458543.49204673,-0.057,0.075,gSDSS
2458551.33209562,-0.048,0.074,gSDSS
2458551.34101867,0.016,0.081,gSDSS
2458551.34994171,-0.105,0.094,gSDSS
2458552.55187795,0.041,0.062,gSDSS
2458552.56082413,-0.049,0.082,gSDSS
2458552.56974716,0.000,0.098,gSDSS
2458556.32521087,0.005,0.111,gSDSS
2458556.33416858,0.143,0.086,gSDSS
2458556.34311471,0.211,0.086,gSDSS
2458625.39758603,0.033,0.062,gSDSS
2458625.40652044,-0.009,0.059,gSDSS
2458625.41544327,-0.006,0.092,gSDSS
2458080.59822947,-0.136,0.182,J0515
2458141.54021471,-0.161,0.159,J0515
2458141.54904578,-0.326,0.170,J0515
2458141.55788842,-0.182,0.123,J0515
2458142.49905039,0.081,0.105,J0515
2458142.50784672,0.017,0.121,J0515
