#Parameters from JPLUS_DR1
#TILE_ID,26124
#NUMBER,32795
#ALPHA_J2000,106.0740
#DELTA_J2000,40.5064
#J0378,18.078,0.035
#J0395,17.811,0.028
#J0410,17.220,0.018
#J0430,17.086,0.016
#J0515,16.392,0.010
#J0660,15.822,0.007
#J0861,15.538,0.004
#gSDSS,16.594,0.005
#iSDSS,15.629,0.006
#rSDSS,15.900,0.003
#uJAVA,18.399,0.042
#zSDSS,15.758,0.004
#HJD,DMAG,DMAGERR,FILTER
2458851.43034844,0.000,0.026,J0515
2458851.43914475,-0.020,0.032,J0515
2458895.30183253,0.039,0.042,J0515
2458895.30839460,0.237,0.054,J0515
2458895.31494510,0.172,0.101,J0515
2458895.32151874,0.313,0.027,J0515
2458895.32806924,0.327,0.085,J0515
2458895.33465446,0.526,0.287,J0515
2458895.34120496,-0.201,0.145,J0515
2458895.34777861,0.401,0.153,J0515
2458895.35432910,-0.339,0.203,J0515
2458895.36087960,-0.097,0.065,J0515
2458895.36743010,0.010,0.034,J0515
2458895.37400375,-0.006,0.024,J0515
2458895.38057739,-0.066,0.020,J0515
2458895.38712789,-0.093,0.020,J0515
2458895.39367839,-0.137,0.019,J0515
2458895.40305278,-0.163,0.019,J0515
2458895.40963800,-0.158,0.018,J0515
2458895.41622321,-0.142,0.019,J0515
2458895.42278529,-0.094,0.020,J0515
2458209.36107731,0.256,0.009,rSDSS
2458209.36988434,0.284,0.009,rSDSS
2458209.37876082,0.262,0.009,rSDSS
2458212.36526076,-0.001,0.006,rSDSS
2458212.37407937,0.131,0.008,rSDSS
2458212.38292113,0.164,0.007,rSDSS
2458758.66208091,-0.279,0.007,rSDSS
2458758.67086646,-0.266,0.006,rSDSS
2458758.67965202,-0.239,0.007,rSDSS
2458828.47540456,0.234,0.025,rSDSS
2458828.48420120,0.184,0.018,rSDSS
2458828.49299784,0.117,0.028,rSDSS
2458828.53599720,-0.230,0.010,rSDSS
2458828.54480542,-0.220,0.010,rSDSS
2458828.55364836,-0.214,0.008,rSDSS
2458844.47542291,-0.214,0.006,rSDSS
2458844.48423090,-0.187,0.006,rSDSS
2458844.49301574,-0.155,0.006,rSDSS
2458846.47065470,0.266,0.008,rSDSS
2458846.47945108,0.137,0.007,rSDSS
2458846.48827062,0.001,0.006,rSDSS
2458851.42239703,0.019,0.007,rSDSS
2458851.43122807,-0.073,0.008,rSDSS
2458851.44002438,-0.139,0.009,rSDSS
2458209.36250078,0.307,0.014,J0660
2458209.37131939,0.321,0.014,J0660
2458209.38018430,0.254,0.014,J0660
2458212.36668424,0.091,0.010,J0660
2458212.37551442,0.126,0.023,J0660
2458212.38434461,0.236,0.011,J0660
2458758.66345836,-0.236,0.010,J0660
2458758.67224391,-0.216,0.010,J0660
2458758.68104104,-0.189,0.011,J0660
2458828.47678193,0.333,0.075,J0660
2458828.48557857,0.207,0.026,J0660
2458828.49437521,0.093,0.036,J0660
2458828.53738615,-0.179,0.017,J0660
2458828.54618279,-0.173,0.016,J0660
2458828.55503730,-0.168,0.014,J0660
2458844.47680024,-0.162,0.011,J0660
2458844.48560823,-0.146,0.010,J0660
2458844.49439307,-0.122,0.010,J0660
2458846.47203203,0.291,0.012,J0660
2458846.48083999,0.151,0.011,J0660
2458846.48964795,0.018,0.010,J0660
2458851.42377435,0.024,0.012,J0660
2458851.43260539,-0.058,0.013,J0660
2458851.44139012,-0.094,0.014,J0660
2458862.44693261,-0.164,0.016,J0660
2458862.45572876,-0.208,0.012,J0660
2458862.46452491,-0.234,0.012,J0660
2458863.45450755,-0.071,0.013,J0660
2458863.46330369,-0.001,0.013,J0660
2458863.47212297,0.130,0.014,J0660
2458895.30403146,0.061,0.015,J0660
2458895.31060510,0.129,0.044,J0660
2458895.31716717,0.193,0.025,J0660
2458895.32371767,0.244,0.016,J0660
2458895.33029132,0.195,0.052,J0660
2458895.34342704,0.196,0.065,J0660
2458895.34998911,0.216,0.073,J0660
2458895.35653961,0.001,0.099,J0660
2458895.36307853,0.042,0.023,J0660
2458895.36966375,-0.013,0.015,J0660
2458895.38277632,-0.090,0.010,J0660
2458895.38933839,-0.122,0.009,J0660
2458895.39588889,-0.138,0.009,J0660
2458895.40525171,-0.157,0.009,J0660
2458895.41188322,-0.130,0.009,J0660
2458895.41843372,-0.153,0.009,J0660
2458209.36390111,0.195,0.009,iSDSS
2458209.37271972,0.203,0.009,iSDSS
2458209.38160777,0.153,0.009,iSDSS
2458212.36809614,-0.013,0.008,iSDSS
2458212.37691475,0.100,0.012,iSDSS
2458212.38574494,0.138,0.010,iSDSS
2458758.66487053,-0.319,0.008,iSDSS
2458758.67365608,-0.308,0.008,iSDSS
2458758.68244163,-0.270,0.007,iSDSS
2458828.47819402,0.212,0.070,iSDSS
2458828.48699066,0.055,0.027,iSDSS
2458828.49578730,0.000,0.016,iSDSS
2458828.53879824,-0.250,0.012,iSDSS
2458828.54758331,-0.259,0.011,iSDSS
2458828.55643782,-0.271,0.009,iSDSS
2458209.36532459,0.174,0.009,J0861
2458209.37414320,0.174,0.009,J0861
2458209.38304282,0.103,0.008,J0861
2458212.36951962,0.000,0.011,J0861
2458212.37834980,0.041,0.038,J0861
2458212.38717999,0.118,0.009,J0861
2458758.66635215,-0.308,0.009,J0861
2458758.67513770,-0.295,0.009,J0861
2458758.68393483,-0.268,0.009,J0861
2458828.47968713,0.075,0.028,J0861
2458828.48847220,0.022,0.026,J0861
2458828.49726884,-0.062,0.015,J0861
2458828.54029135,-0.250,0.012,J0861
2458828.54907642,-0.311,0.010,J0861
2458828.55793093,-0.281,0.010,J0861
